locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Name
SL1344_4376,2,0.62968,1.0,6e-06,d2,SL1344_4376
SL1344_2764,4,0.53295,1.0,6e-06,d2,virK
SL1344_2283,1,0.61392,1.0,6e-06,d2,SL1344_2283
SL1344_2701,1,0.61198,1.0,6e-06,d2,SL1344_2701
SL1344_1548,1,0.61709,1.0,6e-06,d2,SL1344_1548
SL1344_0940,4,0.44485,1.0,6e-06,d2,SL1344_0940
SL1344_1356,1,0.61386,1.0,6e-06,d2,ssaU
SL1344_2164,1,0.61695,1.0,6e-06,d2,yeiA
SL1344_3091,2,0.59349,1.0,6e-06,d2,SL1344_3091
SL1344_1378,1,0.62308,1.0,6e-06,d2,anmK
SL1344_4198,2,0.50591,1.0,6e-06,d2,siiF
SL1344_3106,1,0.62377,1.0,6e-06,d2,SL1344_3106
SL1344_3559,1,0.62567,1.0,6e-06,d2,prlC
SL1344_2875,6,0.40687,1.0,6e-06,d2,invA
SL1344_1862,1,0.62586,1.0,6e-06,d2,otsA
SL1344_1352,2,0.45883,1.0,6e-06,d2,ssaQ
SL1344_1291,1,0.62678,1.0,6e-06,d2,ydiF
SL1344_3427,1,0.6258,1.0,6e-06,d2,SL1344_3427
SL1344_0667,2,0.48493,1.0,6e-06,d2,nagE
SL1344_2111,1,0.63251,1.0,6e-06,d2,SL1344_2111
SL1344_1596,1,0.62922,1.0,6e-06,d2,SL1344_1596
SL1344_1845,1,0.6333,1.0,6e-06,d2,SL1344_1845
SL1344_2552,3,0.43873,1.0,6e-06,d2,SL1344_2552
SL1344_4184,1,0.63283,1.0,6e-06,d2,tyrB
SL1344_4453,1,0.63445,1.0,6e-06,d2,SL1344_4453
SL1344_1484,3,0.46499,1.0,6e-06,d2,SL1344_1484
SL1344_0506,1,0.64543,1.0,6e-06,d2,ybbB
SL1344_0029,2,0.59559,1.0,6e-06,d2,SL1344_0029
SL1344_1296,3,0.49162,1.0,6e-06,d2,ydiM
SL1344_2873,1,0.63549,1.0,6e-06,d2,invC
SL1344_4317,1,0.6377,1.0,6e-06,d2,sgaB
SL1344_4242,4,0.75948,1.0,6e-06,d2,SL1344_4242
SL1344_0649,1,0.638,1.0,6e-06,d2,SL1344_0649
SL1344_2779,1,0.64278,1.0,6e-06,d2,ygaU
SL1344_3695,1,0.6437,1.0,6e-06,d2,radC
SL1344_3658,1,0.64666,1.0,6e-06,d2,lctR
SL1344_2383,1,0.64844,1.0,6e-06,d2,SL1344_2383
SL1344_3725,1,0.64905,1.0,6e-06,d2,marT
SL1344_4136,1,0.64861,1.0,6e-06,d2,SL1344_4136
SL1344_0490,2,0.50278,1.0,6e-06,d2,SL1344_0490
SL1344_1033,4,0.38562,1.0,6e-06,d2,pipD
SL1344_1784,2,0.46335,1.0,6e-06,d2,sopE2
SL1344_2441,1,0.65171,1.0,6e-06,d2,SL1344_2441
SL1344_P1_0017,2,0.57237,1.0,6e-06,d2,trbC
SL1344_3145,1,0.65453,1.0,6e-06,d2,ygiK
SL1344_2630,1,0.65588,1.0,6e-06,d2,yfiN
SL1344_P1_0007,2,0.6388,1.0,6e-06,d2,traD
SL1344_4000,3,0.60745,1.0,6e-06,d2,SL1344_4000
SL1344_3057,2,0.61139,1.0,6e-06,d2,SL1344_3057
SL1344_3056,1,0.65636,1.0,6e-06,d2,SL1344_3056
SL1344_P1_0058,1,0.65512,1.0,6e-06,d2,SL1344_P1_0058
SL1344_0019,2,0.52604,1.0,6e-06,d2,SL1344_0019
SL1344_0432,1,0.65704,1.0,6e-06,d2,SL1344_0432
SL1344_3000,2,0.57384,1.0,6e-06,d2,SL1344_3000
SL1344_2576,1,0.65761,1.0,6e-06,d2,SL1344_2576
SL1344_P1_0034,3,0.59274,1.0,6e-06,d2,traJ
SL1344_2058,1,0.66484,1.0,6e-06,d2,gnd
SL1344_4390,1,0.66426,1.0,6e-06,d2,pyrI
SL1344_4433,1,0.66681,1.0,6e-06,d2,SL1344_4433
SL1344_2763,5,0.47513,1.0,6e-06,d2,pipB2
SL1344_0594,1,0.66997,1.0,6e-06,d2,ybdO
SL1344_4425,1,0.67092,1.0,6e-06,d2,SL1344_4425
SL1344_2013,2,0.56256,1.0,6e-06,d2,pduF
SL1344_3616,2,0.52808,1.0,6e-06,d2,SL1344_3616
SL1344_4454,1,0.67263,1.0,6e-06,d2,symE
SL1344_3741,1,0.67368,1.0,6e-06,d2,nepI
SL1344_0034,1,0.67811,1.0,6e-06,d2,SL1344_0034
SL1344_3197,1,0.68164,1.0,6e-06,d2,ygjT
SL1344_0033,3,0.43884,1.0,6e-06,d2,SL1344_0033
SL1344_2208,1,0.68472,1.0,6e-06,d2,oafA
SL1344_4194,2,0.53185,1.0,6e-06,d2,siiB
SL1344_1551,5,0.35258,1.0,6e-06,d2,SL1344_1551
SL1344_P2_0091,5,0.39934,1.0,6e-06,d2,pilP
SL1344_2130,2,0.63721,1.0,6e-06,d2,yehE
SL1344_3128,3,0.65875,1.0,6e-06,d2,SL1344_3128
SL1344_0835,5,0.36946,1.0,6e-06,d2,SL1344_0835
SL1344_3565,2,0.52573,1.0,6e-06,d2,SL1344_3565
SL1344_0043,4,0.49487,1.0,6e-06,d2,SL1344_0043
SL1344_4308,2,0.54098,1.0,6e-06,d2,yjfM
SL1344_1345,2,0.50796,1.0,6e-06,d2,ssaK
SL1344_3699,1,0.69725,1.0,6e-06,d2,pyrE
SL1344_4249,1,0.69611,1.0,6e-06,d2,SL1344_4249
SL1344_3988,3,0.50215,1.0,6e-06,d2,yiiG
SL1344_4499,1,0.69776,1.0,6e-06,d2,stjB
SL1344_0162,1,0.69958,1.0,6e-06,d2,kdgT
SL1344_3959,2,0.77906,1.0,6e-06,d2,SL1344_3959
SL1344_3657,1,0.70297,1.0,6e-06,d2,lctP
SL1344_3593,1,0.70496,1.0,6e-06,d2,dppD
SL1344_3570,1,0.7104,1.0,6e-06,d2,SL1344_3570
SL1344_2676,3,0.46309,1.0,6e-06,d2,SL1344_2676
SL1344_3920,1,0.71014,1.0,6e-06,d2,SL1344_3920
SL1344_3214,2,0.59108,1.0,6e-06,d2,tdcD
SL1344_1809,1,0.71795,1.0,6e-06,d2,yobA
SL1344_3727A,1,0.7191,1.0,6e-06,d2,mgtR
SL1344_3759,1,0.7234,1.0,6e-06,d2,SL1344_3759
SL1344_3112,5,0.37245,1.0,6e-06,d2,SL1344_3112
SL1344_3815,1,0.72355,1.0,6e-06,d2,yidZ
SL1344_3972,2,0.55703,1.0,6e-06,d2,yihX
SL1344_0879,2,0.56007,1.0,6e-06,d2,ybjX
SL1344_0058,1,0.73586,1.0,6e-06,d2,SL1344_0058
SL1344_P2_0077,1,0.73539,1.0,6e-06,d2,traG
SL1344_4056,2,0.56892,1.0,6e-06,d2,katG
SL1344_4139,1,0.74523,1.0,6e-06,d2,SL1344_4139
SL1344_4282,1,0.74274,1.0,6e-06,d2,yjeM
SL1344_0015,1,0.74307,1.0,6e-06,d2,SL1344_0015
SL1344_2642,1,0.74675,1.0,6e-06,d2,gpF
SL1344_4229,1,0.74979,1.0,6e-06,d2,basR
SL1344_0150,1,0.75123,1.0,6e-06,d2,aroP
SL1344_3812,3,0.69525,1.0,6e-06,d2,SL1344_3812
SL1344_3192,1,0.75782,1.0,6e-06,d2,fadH
SL1344_0170,2,0.58175,1.0,6e-06,d2,gcd
SL1344_2509,1,0.75616,1.0,6e-06,d2,SL1344_2509
SL1344_0706,2,0.55083,1.0,6e-06,d2,SL1344_0706
SL1344_4415,1,0.75931,1.0,6e-06,d2,idnK
SL1344_3958,1,0.75806,1.0,6e-06,d2,SL1344_3958
SL1344_4135,1,0.76554,1.0,6e-06,d2,SL1344_4135
SL1344_3963,3,0.81071,1.0,6e-06,d2,yihO
SL1344_3250,1,0.7724,1.0,6e-06,d2,SL1344_3250
SL1344_2942,1,0.77671,1.0,6e-06,d2,ygcY
SL1344_0069,1,0.77911,1.0,6e-06,d2,caiF
SL1344_2769,1,0.7799,1.0,6e-06,d2,tctD
SL1344_0379,2,0.64129,1.0,6e-06,d2,psiF
SL1344_3546,2,0.61144,1.0,6e-06,d2,yhhS
SL1344_4217,1,0.7843,1.0,6e-06,d2,nrfE
SL1344_3213,3,0.48087,1.0,6e-06,d2,tdcE
SL1344_3587,4,0.50903,1.0,6e-06,d2,yhjS
SL1344_3216,1,0.79219,1.0,6e-06,d2,tdcB
SL1344_3476,1,0.79396,1.0,6e-06,d2,bioH
SL1344_4137,1,0.79564,1.0,6e-06,d2,SL1344_4137
SL1344_3515,1,0.79937,1.0,6e-06,d2,SL1344_3515
SL1344_2128,1,0.80747,1.0,6e-06,d2,stcB
SL1344_4146,2,0.73072,1.0,6e-06,d2,SL1344_4146
SL1344_3745,1,0.79643,1.0,6e-06,d2,SL1344_3745
SL1344_3624,1,0.80241,1.0,6e-06,d2,yiaB
SL1344_3564,2,0.59801,1.0,6e-06,d2,SL1344_3564
SL1344_4148,1,0.80381,1.0,6e-06,d2,SL1344_4148
SL1344_0540,1,0.80854,1.0,6e-06,d2,fimH
SL1344_P1_0025,3,0.72524,1.0,6e-06,d2,traV
SL1344_0036,1,0.81018,1.0,6e-06,d2,SL1344_0036
SL1344_3005,1,0.81097,1.0,6e-06,d2,STM3026
SL1344_3845,1,0.83239,1.0,6e-06,d2,yieM
SL1344_2969,1,0.83875,1.0,6e-06,d2,amiC
SL1344_4502,1,0.83511,1.0,6e-06,d2,SL1344_4502
SL1344_0267,1,0.83586,1.0,6e-06,d2,sciH
SL1344_2995,1,0.83779,1.0,6e-06,d2,kduD
SL1344_4424,3,0.68225,1.0,6e-06,d2,SL1344_4424
SL1344_3061,3,0.59786,1.0,6e-06,d2,SL1344_3061
SL1344_3729,5,0.76167,1.0,6e-06,d2,mgtC
SL1344_3673,4,0.51373,1.0,6e-06,d2,yibD
SL1344_4493,1,0.84268,1.0,6e-06,d2,yjjI
SL1344_0576,1,0.85153,1.0,6e-06,d2,entF
SL1344_0378,1,0.85143,1.0,6e-06,d2,yaiB
SL1344_3262,1,0.85617,1.0,6e-06,d2,argG
SL1344_4155,1,0.86072,1.0,6e-06,d2,SL1344_4155
SL1344_2924,6,0.52677,1.0,6e-06,d2,sopD
SL1344_3914,1,0.86294,1.0,6e-06,d2,rhtB
SL1344_3936,3,0.71458,1.0,6e-06,d2,fadB
SL1344_4055,2,0.81035,1.0,6e-06,d2,metF
SL1344_3635,2,0.77675,1.0,6e-06,d2,SL1344_3635
SL1344_4132,1,0.87213,1.0,6e-06,d2,SL1344_4132
SL1344_4149,1,0.87642,1.0,6e-06,d2,SL1344_4149
SL1344_3591,6,0.58539,1.0,6e-06,d2,yhjV
SL1344_4429,2,0.63835,1.0,6e-06,d2,yeeN
SL1344_0323,6,0.64161,1.0,6e-06,d2,SL1344_0323
SL1344_4197,27,0.56514,1.0,6e-06,d2,siiE
SL1344_3966,1,0.88906,1.0,6e-06,d2,yihR
SL1344_2535,2,0.69209,1.0,6e-06,d2,SL1344_2535
SL1344_4355,4,0.60875,1.0,6e-06,d2,SL1344_4355
SL1344_2105,1,0.89646,1.0,6e-06,d2,yegO
SL1344_3728,3,0.58148,1.0,6e-06,d2,mgtB
SL1344_4356,1,0.89429,1.0,6e-06,d2,iolE
SL1344_3722,3,0.78623,1.0,6e-06,d2,rmbA
SL1344_4515,1,0.9102,1.0,6e-06,d2,creB
SL1344_2745,2,0.70255,1.0,6e-06,d2,SL1344_2745
SL1344_1266,1,0.89996,1.0,6e-06,d2,rfc
SL1344_4046,1,0.89983,1.0,6e-06,d2,SL1344_4046
SL1344_4332,1,0.90498,1.0,6e-06,d2,ytfE
SL1344_0485,1,0.92727,1.0,6e-06,d2,ybaL
SL1344_2643,1,0.92703,1.0,6e-06,d2,gpD
SL1344_P1_0070,2,0.69497,1.0,6e-06,d2,spvD
SL1344_3660,1,0.9335,1.0,6e-06,d2,yibK
SL1344_0014,2,0.66883,1.0,6e-06,d2,SL1344_0014
SL1344_3746,4,0.5668,1.0,6e-06,d2,SL1344_3746
SL1344_4500,3,0.58407,1.0,6e-06,d2,stjC
SL1344_3655,2,0.73373,1.0,6e-06,d2,SL1344_3655
SL1344_4193,2,0.81842,1.0,6e-06,d2,siiA
SL1344_3584,1,0.9383,1.0,6e-06,d2,bcsA
SL1344_3897,2,0.8146,1.0,6e-06,d2,SL1344_3897
SL1344_3713,1,0.94479,1.0,6e-06,d2,yicE
SL1344_0054,2,0.70235,1.0,6e-06,d2,citA2
SL1344_3612,1,0.94781,1.0,6e-06,d2,yiaE
SL1344_3447,3,0.78697,1.0,6e-06,d2,yhfL
SL1344_3625,1,0.96326,1.0,6e-06,d2,xylB
SL1344_4455,1,0.96424,1.0,6e-06,d2,hsdS
SL1344_4334,1,0.96784,1.0,6e-06,d2,ytfG
SL1344_3634,3,0.59198,1.0,6e-06,d2,yiaL
SL1344_3750,3,0.59512,1.0,6e-06,d2,SL1344_3750
SL1344_3730,5,0.67979,1.0,6e-06,d2,yicL
SL1344_4097,2,0.76887,1.0,6e-06,d2,SL1344_4097
SL1344_4141,4,0.56537,1.0,6e-06,d2,gtrAb
SL1344_0344,2,0.783,1.0,6e-06,d2,SL1344_0344
SL1344_3009,2,0.78167,1.0,6e-06,d2,SL1344_3009
SL1344_3514,6,0.52224,1.0,6e-06,d2,SL1344_3514
SL1344_4432,6,0.66026,1.0,6e-06,d2,SL1344_4432
SL1344_0577,1,1.0822,1.0,6e-06,d2,fepE
SL1344_4047,7,0.74278,1.0,6e-06,d2,SL1344_4047
SL1344_3513,4,0.81431,1.0,6e-06,d2,SL1344_3513
SL1344_3223,3,0.86755,1.0,6e-06,d2,garD
SL1344_0575,1,1.3065,1.0,6e-06,d2,ybdZ
SL1344_3055,2,0.82941,1.0,6e-06,d2,SL1344_3055
SL1344_3799,11,0.62708,1.0,6e-06,d2,SL1344_3799
SL1344_4195,2,0.86521,1.0,6e-06,d2,siiC
SL1344_2253,1,1.6053,1.0,6e-06,d2,glpA
SL1344_4078,2,0.9504,1.0,6e-06,d2,trmA
SL1344_4096,2,0.95784,1.0,6e-06,d2,sseK1
SL1344_3748,6,0.59275,1.0,6e-06,d2,SL1344_3748
SL1344_2252,1,2.1502,1.0,6e-06,d2,glpT
SL1344_3786,5,0.91125,1.0,6e-06,d2,yhjA
SL1344_4052,6,0.85174,1.0,6e-06,d2,SL1344_4052
SL1344_4232,2,1.034,1.0,6e-06,d2,adiY
SL1344_3954,1,2.5196,1.0,6e-06,d2,glnA
SL1344_3747,2,1.1255,1.0,6e-06,d2,SL1344_3747
SL1344_3663,5,0.85476,1.0,6e-06,d2,SL1344_3663
SL1344_2847,2,1.8268,1.0,6e-06,d2,hilC
SL1344_0683,3,1.5295,1.0,6e-06,d2,speF
SL1344_2855,3,1.8879,1.0,6e-06,d2,hilD
SL1344_P3_0008,8,-2.1445,0.012443,1.0,d3,mobA
SL1344_3685,4,-2.6303,7.8e-05,1.0,d3,rfaB
SL1344_3684,2,-8.7231,7.8e-05,1.0,d3,rfaI
SL1344_3688,2,-8.8478,7.8e-05,1.0,d3,rfaG
SL1344_3687,2,-7.6894,7.8e-05,1.0,d3,rfaP
SL1344_2067,2,-4.4756,7.8e-05,1.0,d3,rfbH
SL1344_2059,2,-4.1998,7.8e-05,1.0,d3,rfbP
SL1344_3679,2,-3.8656,7.8e-05,1.0,d3,rfaL
SL1344_3500,1,-10.616,7.8e-05,1.0,d3,SL1344_3500
SL1344_4027,3,-1.2081,0.913222,1.0,d3,yneB
SL1344_2061,2,-2.7943,7.8e-05,1.0,d3,cpsB2
SL1344_P1_0032,3,-1.0256,0.913222,1.0,d3,traA
SL1344_3562,2,-1.7945,7.8e-05,1.0,d3,gor
SL1344_P1_0068,2,-1.1463,0.596542,1.0,d3,spvB
SL1344_3020,1,-6.5823,7.8e-05,1.0,d3,xerD
SL1344_P1_0008,4,-0.75186,1.0,0.967026,d3,traT
SL1344_2395,1,-6.3747,7.8e-05,1.0,d3,ptsI
SL1344_4297,2,-0.94069,1.0,0.94367,d3,hflK
SL1344_P2_0011,4,-0.67617,1.0,1.0,d3,yagA
SL1344_2065,1,-5.9287,7.8e-05,1.0,d3,rfbX
SL1344_4017,1,-4.5229,7.8e-05,1.0,d3,SL1344_4017
SL1344_2064,1,-4.3027,7.8e-05,1.0,d3,rfbV
SL1344_P2_0055,2,-0.82978,1.0,0.94367,d3,exc
SL1344_0915,1,-4.0992,7.8e-05,1.0,d3,aroA
SL1344_P3_0013,6,-0.23829,1.0,1.6e-05,d3,strB
SL1344_P1_0027,2,-0.67562,1.0,0.94367,d3,traP
SL1344_2854,1,-4.7168,7.8e-05,1.0,d3,prgH
SL1344_P1_0014,2,-1.1975,1.0,0.94367,d3,traF
SL1344_P2_0087,5,-0.63603,1.0,1.0,d3,pilT
SL1344_4157,1,-3.776,7.8e-05,1.0,d3,pgi
SL1344_4407,1,-4.5628,7.8e-05,1.0,d3,pepA
SL1344_2072,1,-3.2267,7.8e-05,1.0,d3,rfbA
SL1344_4238,1,-3.2426,7.8e-05,1.0,d3,dcuB
SL1344_1834,1,-4.374,7.8e-05,1.0,d3,yebC
SL1344_2837,1,-3.4785,7.8e-05,1.0,d3,hypD
SL1344_P3_0004,1,-3.4391,7.8e-05,1.0,d3,repA
SL1344_1712,1,-3.322,7.8e-05,1.0,d3,ychF
SL1344_2073,1,-3.3541,7.8e-05,1.0,d3,rfbD
SL1344_P3_0014,1,-3.3473,7.8e-05,1.0,d3,aph(3'')-Ib
SL1344_3677,1,-4.1056,7.8e-05,1.0,d3,rfaF
SL1344_0779,1,-3.0738,7.8e-05,1.0,d3,moaB
SL1344_3689,1,-3.0993,7.8e-05,1.0,d3,rfaQ
SL1344_P3_0006,1,-3.0862,7.8e-05,1.0,d3,SL1344_P3_0006
SL1344_4397,3,-0.74042,1.0,1.0,d3,SL1344_4397
SL1344_2070,1,-2.6891,7.8e-05,1.0,d3,rfbI
SL1344_P2_0078,3,-0.7137,1.0,1.0,d3,traF
SL1344_P2_0095,3,-0.67986,1.0,1.0,d3,pilL
SL1344_3678,1,-3.2947,7.8e-05,1.0,d3,rfaC
SL1344_4007,1,-2.3296,7.8e-05,1.0,d3,cpxA
SL1344_P1_0011,3,-0.65488,1.0,1.0,d3,traH
SL1344_3905,1,-1.9133,7.8e-05,1.0,d3,uvrD
SL1344_4314,1,-1.759,7.8e-05,1.0,d3,yjfQ
SL1344_4389,1,-1.7006,7.8e-05,1.0,d3,yjgF
SL1344_3853,1,-1.5366,7.8e-05,1.0,d3,rbsR
SL1344_3884,1,-1.4348,7.8e-05,1.0,d3,rffA
SL1344_0040,1,-1.4229,7.8e-05,1.0,d3,nhaA
SL1344_P1_0020,1,-1.4178,7.8e-05,1.0,d3,traW
SL1344_3666,1,-1.3991,7.8e-05,1.0,d3,gpsA
SL1344_3766,1,-1.3965,7.8e-05,1.0,d3,emrD
SL1344_3682,1,-1.3166,7.8e-05,1.0,d3,rfaY
SL1344_3880,1,-1.2846,7.8e-05,1.0,d3,rffD
SL1344_0392,1,-1.273,7.8e-05,1.0,d3,phoB
SL1344_3499,1,-1.2734,7.8e-05,1.0,d3,SL1344_3499
SL1344_3070,1,-1.2351,7.8e-05,1.0,d3,gshB
SL1344_4156,1,-1.1339,7.8e-05,1.0,d3,lysC
SL1344_2954,1,-1.096,1.0,0.933825,d3,fucA
SL1344_P1_0010,1,-1.0413,1.0,0.933825,d3,traG
SL1344_2852,1,-1.0337,1.0,0.933825,d3,prgJ
SL1344_0866,1,-1.036,1.0,0.933825,d3,artI
SL1344_4183,1,-0.99256,1.0,0.760947,d3,alr-b
SL1344_P1_0087,1,-0.97845,1.0,0.760947,d3,pefA
SL1344_P1_0013,1,-0.96007,1.0,0.760947,d3,traQ
SL1344_4394,1,-0.94211,1.0,0.760947,d3,SL1344_4394
SL1344_2849,1,-0.93106,1.0,0.760947,d3,orgB
SL1344_4240,1,-0.89399,1.0,0.760947,d3,dcuR
SL1344_P1_0023,1,-0.88922,1.0,0.760947,d3,SL1344_P1_0023
SL1344_P1_0069,1,-0.88674,1.0,0.760947,d3,spvC
SL1344_3455,1,-0.87934,1.0,0.760947,d3,comE
SL1344_4467,1,-0.84402,1.0,0.760947,d3,SL1344_4467
SL1344_P1_0063,1,-0.83941,1.0,0.760947,d3,rlgA2
SL1344_2161,1,-0.82661,1.0,0.760947,d3,sanA
SL1344_P2_0035,1,-0.7867,1.0,0.760947,d3,ssb
SL1344_3647,1,-0.77297,1.0,0.760947,d3,selB
SL1344_4300,1,-0.76547,1.0,0.760947,d3,nsrR
SL1344_P1_0016,1,-0.7547,1.0,0.760947,d3,traN
SL1344_2881,1,-0.73589,1.0,0.760947,d3,SL1344_2881
SL1344_0253,1,-0.73046,1.0,0.760947,d3,yafD
SL1344_1622,1,-0.71086,1.0,0.760947,d3,sapA
SL1344_P1_0031,1,-0.71588,1.0,0.760947,d3,traL
SL1344_0309,2,-0.4709,1.0,0.76774,d3,dbh
SL1344_P1_0036,3,-0.57979,1.0,1.6e-05,d3,SL1344_P1_0036
SL1344_3112,5,-0.32206,1.0,1.6e-05,d3,SL1344_3112
SL1344_1567,4,0.36702,1.0,1.6e-05,d3,SL1344_1567
SL1344_P1_0024,1,-0.6688,1.0,0.760947,d3,traR
SL1344_4200,2,-0.57416,1.0,0.76774,d3,yjcC
SL1344_1110,1,-0.65905,1.0,0.760947,d3,flgA
SL1344_3874,1,-0.62274,1.0,0.760947,d3,rhlB
SL1344_2221,1,-0.61907,1.0,0.760947,d3,SL1344_2221
SL1344_2794,1,-0.61441,1.0,0.760947,d3,proV
SL1344_3086,1,-0.61211,1.0,0.760947,d3,yggX
SL1344_4241,2,-0.73234,1.0,0.94367,d3,dcuS
SL1344_1824,1,-0.5983,1.0,0.760947,d3,yebA
SL1344_4239,1,-0.58857,1.0,0.760947,d3,SL1344_4239
SL1344_2674,1,-0.58313,1.0,0.760947,d3,sopE
SL1344_0741,1,-0.58132,1.0,0.760947,d3,SL1344_0741
SL1344_P3_0005,1,-0.57785,1.0,0.760947,d3,SL1344_P3_0005
SL1344_P1_0009,1,-0.57998,1.0,0.760947,d3,traS
SL1344_3768,1,-0.57026,1.0,0.760947,d3,dsdC
SL1344_3681,1,-0.5715,1.0,0.760947,d3,rfaZ
SL1344_3636,1,-0.55697,1.0,0.760947,d3,yiaM
SL1344_3501,1,-0.55414,1.0,0.760947,d3,glgP
SL1344_2179,1,-0.53106,1.0,0.760947,d3,yeiH
SL1344_0318,2,-0.48116,1.0,0.94367,d3,proA
SL1344_P1_0058,1,-0.53387,1.0,0.760947,d3,SL1344_P1_0058
SL1344_P1_0094,1,-0.53074,1.0,0.760947,d3,srgA
SL1344_0511,1,-0.5256,1.0,0.760947,d3,gip
SL1344_P1_0070,2,-0.70577,1.0,0.94367,d3,spvD
SL1344_3422,1,-0.51733,1.0,0.760947,d3,slyD
SL1344_4216,1,-0.51342,1.0,0.760947,d3,nrfD
SL1344_1894,1,-0.50509,1.0,0.760947,d3,yedE
SL1344_P1_0066,3,0.0402,1.0,0.924835,d3,spvR
SL1344_P2_0096,1,-0.49515,1.0,0.760947,d3,pilK
SL1344_3896,1,-0.48963,1.0,0.760947,d3,SL1344_3896
SL1344_3724,1,-0.46805,1.0,0.760947,d3,fidL
SL1344_3566,1,-0.46108,1.0,0.760947,d3,SL1344_3566
SL1344_3215,1,-0.46211,1.0,0.760947,d3,tdcC
SL1344_P2_0012,4,-0.52328,1.0,0.967026,d3,cib
SL1344_0476,1,-0.44871,1.0,0.760947,d3,apt
SL1344_P2_0085,3,-0.4491,1.0,1.0,d3,pilV
SL1344_1332,1,-0.44411,1.0,0.760947,d3,sseBa
SL1344_P2_0083,1,-0.44387,1.0,0.760947,d3,shfC
SL1344_0084,1,-0.41979,1.0,0.760947,d3,SL1344_0084
SL1344_3934,5,-0.11944,1.0,1.0,d3,SL1344_3934
SL1344_0256,1,-0.41812,1.0,0.760947,d3,gloB
SL1344_P1_0007,2,-0.61978,1.0,0.94367,d3,traD
SL1344_2715,1,-0.41085,1.0,0.760947,d3,SL1344_2715
SL1344_3586,1,-0.41599,1.0,0.760947,d3,yhjR
SL1344_4486,1,-0.4074,1.0,0.760947,d3,rimI
SL1344_1136,1,-0.40798,1.0,0.760947,d3,yceG
SL1344_P1_0033,1,-0.39509,1.0,0.760947,d3,traY
SL1344_3654,1,-0.3914,1.0,0.760947,d3,yibL
SL1344_1599,1,-0.37228,1.0,0.760947,d3,SL1344_1599
SL1344_0573,1,-0.38058,1.0,0.760947,d3,fepA
SL1344_2956,1,-0.38098,1.0,0.760947,d3,fucI
SL1344_4346,1,-0.37168,1.0,0.760947,d3,SL1344_4346
SL1344_4255,1,-0.36221,1.0,0.760947,d3,phoN
SL1344_0109,1,-0.3634,1.0,0.760947,d3,yabN
SL1344_2220,1,-0.35654,1.0,0.760947,d3,SL1344_2220
SL1344_2035,1,-0.34144,1.0,0.760947,d3,yeeX
SL1344_P1_0017,2,-0.4922,1.0,0.94367,d3,trbC
SL1344_P1_0022,1,-0.3415,1.0,0.760947,d3,traC
SL1344_3606,1,-0.33951,1.0,0.760947,d3,lpfA
SL1344_1266,1,-0.33746,1.0,0.760947,d3,rfc
SL1344_3955,1,-0.33577,1.0,0.760947,d3,typA
SL1344_0192,1,-0.33253,1.0,0.760947,d3,fhuA
SL1344_3911,1,-0.33248,1.0,0.760947,d3,pldA
SL1344_2681,1,-0.31935,1.0,0.760947,d3,SL1344_2681
SL1344_3227,4,-0.23324,1.0,1.0,d3,SL1344_3227
SL1344_3031,1,-0.32201,1.0,0.760947,d3,gcvT
SL1344_3505,1,-0.3273,1.0,0.760947,d3,glgB
SL1344_3593,1,-0.31393,1.0,0.760947,d3,dppD
SL1344_3029,1,-0.31466,1.0,0.760947,d3,gcvP
SL1344_0744,1,-0.30509,1.0,0.760947,d3,dcoA
SL1344_P2_0071,1,-0.30047,1.0,0.760947,d3,sogL
SL1344_0545,2,-0.32773,1.0,0.94367,d3,fimW
SL1344_P2_0088,3,-0.30157,1.0,1.0,d3,pilS
SL1344_2137,1,-0.28309,1.0,0.760947,d3,yehU
SL1344_2937,1,-0.289,1.0,0.760947,d3,relA
SL1344_0247,1,-0.27719,1.0,0.760947,d3,yaeE
SL1344_3604,1,-0.27671,1.0,0.760947,d3,lpfC
SL1344_1709,2,-0.50767,1.0,0.94367,d3,ychM
SL1344_4362,1,-0.073241,1.0,0.760947,d3,iolD
SL1344_0739,2,-0.47191,1.0,0.94367,d3,SL1344_0739
SL1344_P2_0060,2,-0.52879,1.0,0.94367,d3,traU
SL1344_4317,1,-0.26521,1.0,0.760947,d3,sgaB
SL1344_P1_0034,3,-0.075278,1.0,0.760947,d3,traJ
SL1344_0693,1,-0.25907,1.0,0.760947,d3,ybgJ
SL1344_0712,1,-0.24955,1.0,0.760947,d3,gltA
SL1344_3630,1,-0.25421,1.0,0.760947,d3,avtA
SL1344_2792,1,-0.2509,1.0,0.760947,d3,nrdE
SL1344_2146,1,-0.22336,1.0,0.760947,d3,pbpG
SL1344_3559,1,-0.23718,1.0,0.760947,d3,prlC
SL1344_P2_0102,2,-0.52372,1.0,0.94367,d3,traB
SL1344_4184,1,-0.2247,1.0,0.760947,d3,tyrB
SL1344_P1_0025,3,-0.44963,1.0,1.6e-05,d3,traV
SL1344_3217,1,-0.20664,1.0,0.760947,d3,tdcA
SL1344_3637,1,-0.20782,1.0,0.760947,d3,yiaN
SL1344_2181,1,-0.20691,1.0,0.760947,d3,fruA
SL1344_0034,1,-0.20718,1.0,0.760947,d3,SL1344_0034
SL1344_P2_0009,2,-0.35613,1.0,0.94367,d3,yafA
SL1344_3695,1,-0.20616,1.0,0.760947,d3,radC
