locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Name,ID
SL1344_2067,2,-5.8987,1e-05,1.0,d4,rfbH,gene-SL1344_2067
SL1344_3688,2,-9.1893,1e-05,1.0,d4,rfaG,gene-SL1344_3688
SL1344_3687,2,-9.1336,1e-05,1.0,d4,rfaP,gene-SL1344_3687
SL1344_3500,1,-10.962,1e-05,1.0,d4,SL1344_3500,gene-SL1344_3500
SL1344_P2_0011,4,-1.2111,1e-05,1.0,d4,yagA,gene-SL1344_P2_0011
SL1344_2059,2,-4.0067,1e-05,1.0,d4,rfbP,gene-SL1344_2059
SL1344_3174,2,-4.0553,1e-05,1.0,d4,glnE,gene-SL1344_3174
SL1344_P1_0066,3,-1.329,1e-05,1.0,d4,spvR,gene-SL1344_P1_0066
SL1344_P1_0008,4,-1.2916,1e-05,1.0,d4,traT,gene-SL1344_P1_0008
SL1344_4157,1,-7.1865,1e-05,1.0,d4,pgi,gene-SL1344_4157
SL1344_P1_0068,2,-2.0669,1e-05,1.0,d4,spvB,gene-SL1344_P1_0068
SL1344_P2_0087,5,-1.106,1e-05,1.0,d4,pilT,gene-SL1344_P2_0087
SL1344_4241,2,-1.665,1e-05,1.0,d4,dcuS,gene-SL1344_4241
SL1344_4017,1,-6.1128,1e-05,1.0,d4,SL1344_4017,gene-SL1344_4017
SL1344_P2_0055,2,-1.729,1e-05,1.0,d4,exc,gene-SL1344_P2_0055
SL1344_4397,3,-0.91872,1e-05,1.0,d4,SL1344_4397,gene-SL1344_4397
SL1344_P3_0006,1,-5.4312,1e-05,1.0,d4,SL1344_P3_0006,gene-SL1344_P3_0006
SL1344_4297,2,-1.5779,1e-05,1.0,d4,hflK,gene-SL1344_4297
SL1344_2837,1,-5.3861,1e-05,1.0,d4,hypD,gene-SL1344_2837
SL1344_P2_0009,2,-1.4936,1e-05,1.0,d4,yafA,gene-SL1344_P2_0009
SL1344_P3_0014,1,-5.3399,1e-05,1.0,d4,aph(3'')-Ib,gene-SL1344_P3_0014
SL1344_3786,5,-0.99133,1e-05,1.0,d4,yhjA,gene-SL1344_3786
SL1344_P3_0004,1,-8.6922,1e-05,1.0,d4,repA,gene-SL1344_P3_0004
SL1344_3562,2,-1.3815,1e-05,1.0,d4,gor,gene-SL1344_3562
SL1344_3689,1,-5.2888,1e-05,1.0,d4,rfaQ,gene-SL1344_3689
SL1344_4027,3,-1.6624,1e-05,2.2e-05,d4,yneB,gene-SL1344_4027
SL1344_2179,1,-5.1668,1e-05,1.0,d4,yeiH,gene-SL1344_2179
SL1344_0779,1,-7.7577,1e-05,1.0,d4,moaB,gene-SL1344_0779
SL1344_0915,1,-4.1287,1e-05,1.0,d4,aroA,gene-SL1344_0915
SL1344_P2_0095,3,-0.84981,1e-05,1.0,d4,pilL,gene-SL1344_P2_0095
SL1344_2073,1,-3.966,1e-05,1.0,d4,rfbD,gene-SL1344_2073
SL1344_2852,1,-3.9118,1e-05,1.0,d4,prgJ,gene-SL1344_2852
SL1344_2061,2,-1.8284,1e-05,1.0,d4,cpsB2,gene-SL1344_2061
SL1344_1712,1,-7.1968,1e-05,1.0,d4,ychF,gene-SL1344_1712
SL1344_3112,5,-0.75385,1e-05,1.0,d4,SL1344_3112,gene-SL1344_3112
SL1344_0084,1,-7.0056,1e-05,1.0,d4,SL1344_0084,gene-SL1344_0084
SL1344_P1_0070,2,-1.1993,1e-05,1.0,d4,spvD,gene-SL1344_P1_0070
SL1344_1622,1,-6.9992,1e-05,1.0,d4,sapA,gene-SL1344_1622
SL1344_3020,1,-6.9573,1e-05,1.0,d4,xerD,gene-SL1344_3020
SL1344_3766,1,-3.4678,1e-05,1.0,d4,emrD,gene-SL1344_3766
SL1344_P1_0034,3,-0.93828,1e-05,1.0,d4,traJ,gene-SL1344_P1_0034
SL1344_2395,1,-6.683,1e-05,1.0,d4,ptsI,gene-SL1344_2395
SL1344_4007,1,-3.0722,1e-05,1.0,d4,cpxA,gene-SL1344_4007
SL1344_2954,1,-2.882,1e-05,1.0,d4,fucA,gene-SL1344_2954
SL1344_P1_0025,3,-0.87183,1e-05,1.0,d4,traV,gene-SL1344_P1_0025
SL1344_2065,1,-6.1485,1e-05,1.0,d4,rfbX,gene-SL1344_2065
SL1344_4197,27,-0.5694,1e-05,2.2e-05,d4,siiE,gene-SL1344_4197
SL1344_4389,1,-2.6888,1e-05,1.0,d4,yjgF,gene-SL1344_4389
SL1344_4468,5,-1.026,1e-05,1.0,d4,SL1344_4468,gene-SL1344_4468
SL1344_2064,1,-2.6446,1e-05,1.0,d4,rfbV,gene-SL1344_2064
SL1344_4193,2,-1.0679,1e-05,1.0,d4,siiA,gene-SL1344_4193
SL1344_1709,2,-1.011,1e-05,1.0,d4,ychM,gene-SL1344_1709
SL1344_4300,1,-2.5719,1e-05,1.0,d4,nsrR,gene-SL1344_4300
SL1344_3905,1,-2.5677,1e-05,1.0,d4,uvrD,gene-SL1344_3905
SL1344_3955,1,-2.5598,1e-05,1.0,d4,typA,gene-SL1344_3955
SL1344_2849,1,-2.3977,1e-05,1.0,d4,orgB,gene-SL1344_2849
SL1344_3227,4,-0.99103,1e-05,1.0,d4,SL1344_3227,gene-SL1344_3227
SL1344_3591,6,-0.79542,1e-05,2.2e-05,d4,yhjV,gene-SL1344_3591
SL1344_P1_0069,1,-2.2963,1e-05,1.0,d4,spvC,gene-SL1344_P1_0069
SL1344_3853,1,-2.2723,1e-05,1.0,d4,rbsR,gene-SL1344_3853
SL1344_0476,1,-2.2648,1e-05,1.0,d4,apt,gene-SL1344_0476
SL1344_P2_0012,4,-1.0322,1e-05,1.0,d4,cib,gene-SL1344_P2_0012
SL1344_4183,1,-2.1819,1e-05,1.0,d4,alr-b,gene-SL1344_4183
SL1344_3682,1,-2.1646,1e-05,1.0,d4,rfaY,gene-SL1344_3682
SL1344_P1_0027,2,-1.0513,1e-05,1.0,d4,traP,gene-SL1344_P1_0027
SL1344_2161,1,-2.0822,1e-05,1.0,d4,sanA,gene-SL1344_2161
SL1344_P2_0086,5,-0.9541,1e-05,1.0,d4,pilU,gene-SL1344_P2_0086
SL1344_3880,1,-2.0275,1e-05,1.0,d4,rffD,gene-SL1344_3880
SL1344_P3_0005,1,-1.981,1e-05,1.0,d4,SL1344_P3_0005,gene-SL1344_P3_0005
SL1344_3666,1,-1.9771,1e-05,1.0,d4,gpsA,gene-SL1344_3666
SL1344_P1_0020,1,-1.9521,1e-05,1.0,d4,traW,gene-SL1344_P1_0020
SL1344_3455,1,-1.8686,1e-05,1.0,d4,comE,gene-SL1344_3455
SL1344_4200,2,-0.89999,1e-05,1.0,d4,yjcC,gene-SL1344_4200
SL1344_0468,1,-1.8701,1e-05,1.0,d4,acrB,gene-SL1344_0468
SL1344_P2_0076,1,-1.8552,1e-05,1.0,d4,traH,gene-SL1344_P2_0076
SL1344_4486,1,-1.8406,1e-05,1.0,d4,rimI,gene-SL1344_4486
SL1344_4216,1,-1.822,1e-05,1.0,d4,nrfD,gene-SL1344_4216
SL1344_2363,2,-0.79229,1e-05,1.0,d4,pgtE,gene-SL1344_2363
SL1344_P1_0010,1,-1.797,1e-05,1.0,d4,traG,gene-SL1344_P1_0010
SL1344_3499,1,-1.7859,1e-05,1.0,d4,SL1344_3499,gene-SL1344_3499
SL1344_0040,1,-1.7828,1e-05,1.0,d4,nhaA,gene-SL1344_0040
SL1344_4314,1,-1.7704,1e-05,1.0,d4,yjfQ,gene-SL1344_4314
SL1344_0299,2,-0.85939,1e-05,1.0,d4,ybeJ,gene-SL1344_0299
SL1344_2072,1,-5.0276,1e-05,1.0,d4,rfbA,gene-SL1344_2072
SL1344_P2_0035,1,-1.6465,1e-05,1.0,d4,ssb,gene-SL1344_P2_0035
SL1344_4238,1,-5.0181,1e-05,1.0,d4,dcuB,gene-SL1344_4238
SL1344_0109,1,-1.6278,1e-05,1.0,d4,yabN,gene-SL1344_0109
SL1344_1359,1,-1.6098,1e-05,1.0,d4,cfa,gene-SL1344_1359
SL1344_3566,1,-1.5991,1e-05,1.0,d4,SL1344_3566,gene-SL1344_3566
SL1344_3768,1,-1.5804,1e-05,1.0,d4,dsdC,gene-SL1344_3768
SL1344_P1_0063,1,-1.5756,1e-05,1.0,d4,rlgA2,gene-SL1344_P1_0063
SL1344_P2_0092,3,-0.99938,1e-05,1.0,d4,pilO,gene-SL1344_P2_0092
SL1344_2854,1,-4.9321,1e-05,1.0,d4,prgH,gene-SL1344_2854
SL1344_0246,1,-1.5313,1e-05,1.0,d4,metQ,gene-SL1344_0246
SL1344_3070,1,-1.5167,1e-05,1.0,d4,gshB,gene-SL1344_3070
SL1344_0866,1,-1.5251,1e-05,1.0,d4,artI,gene-SL1344_0866
SL1344_3699,1,-1.5204,1e-05,1.0,d4,pyrE,gene-SL1344_3699
SL1344_0336,1,-1.4943,1e-05,1.0,d4,SL1344_0336,gene-SL1344_0336
SL1344_P1_0023,1,-1.4814,1e-05,1.0,d4,SL1344_P1_0023,gene-SL1344_P1_0023
SL1344_3884,1,-1.475,1e-05,1.0,d4,rffA,gene-SL1344_3884
SL1344_0318,2,-0.97336,1e-05,1.0,d4,proA,gene-SL1344_0318
SL1344_1567,4,-0.17127,1e-05,1.0,d4,SL1344_1567,gene-SL1344_1567
SL1344_4255,1,-1.4408,1e-05,1.0,d4,phoN,gene-SL1344_4255
SL1344_4156,1,-1.4299,1e-05,1.0,d4,lysC,gene-SL1344_4156
SL1344_3587,4,-0.81219,1e-05,1.0,d4,yhjS,gene-SL1344_3587
SL1344_2681,1,-1.4233,1e-05,1.0,d4,SL1344_2681,gene-SL1344_2681
SL1344_4394,1,-1.4262,1e-05,1.0,d4,SL1344_4394,gene-SL1344_4394
SL1344_P1_0016,1,-1.4121,1e-05,1.0,d4,traN,gene-SL1344_P1_0016
SL1344_0247,1,-1.404,1e-05,1.0,d4,yaeE,gene-SL1344_0247
SL1344_4407,1,-4.7772,1e-05,1.0,d4,pepA,gene-SL1344_4407
SL1344_4239,1,-1.393,1e-05,1.0,d4,SL1344_4239,gene-SL1344_4239
SL1344_3911,1,-1.3883,1e-05,1.0,d4,pldA,gene-SL1344_3911
SL1344_0192,1,-1.3852,1e-05,1.0,d4,fhuA,gene-SL1344_0192
SL1344_3635,2,-0.66867,1e-05,1.0,d4,SL1344_3635,gene-SL1344_3635
SL1344_1599,1,-1.3491,1e-05,1.0,d4,SL1344_1599,gene-SL1344_1599
SL1344_P1_0013,1,-1.3324,1e-05,1.0,d4,traQ,gene-SL1344_P1_0013
SL1344_P2_0102,2,-0.7802,1e-05,1.0,d4,traB,gene-SL1344_P2_0102
SL1344_0739,2,-0.71068,1e-05,1.0,d4,SL1344_0739,gene-SL1344_0739
SL1344_2115,1,-1.3147,1e-05,1.0,d4,SL1344_2115,gene-SL1344_2115
SL1344_P1_0036,3,-0.69542,1e-05,1.0,d4,SL1344_P1_0036,gene-SL1344_P1_0036
SL1344_3681,1,-1.3065,1e-05,1.0,d4,rfaZ,gene-SL1344_3681
SL1344_2794,1,-1.3032,1e-05,1.0,d4,proV,gene-SL1344_2794
SL1344_P2_0052,1,-1.2981,1e-05,1.0,d4,trbA,gene-SL1344_P2_0052
SL1344_2146,1,-1.2809,1e-05,1.0,d4,pbpG,gene-SL1344_2146
SL1344_1834,1,-4.6721,1e-05,1.0,d4,yebC,gene-SL1344_1834
SL1344_3086,1,-1.2902,1e-05,1.0,d4,yggX,gene-SL1344_3086
SL1344_0544,1,-1.2715,1e-05,1.0,d4,SL1344_0544,gene-SL1344_0544
SL1344_4467,1,-1.2705,1e-05,1.0,d4,SL1344_4467,gene-SL1344_4467
SL1344_1139,1,-1.2342,1e-05,1.0,d4,ycfH,gene-SL1344_1139
SL1344_3061,3,0.33685,1e-05,2.2e-05,d4,SL1344_3061,gene-SL1344_3061
SL1344_2881,1,-1.2354,1e-05,1.0,d4,SL1344_2881,gene-SL1344_2881
SL1344_3647,1,-1.2017,1e-05,1.0,d4,selB,gene-SL1344_3647
SL1344_4052,6,-0.65936,1e-05,1.0,d4,SL1344_4052,gene-SL1344_4052
SL1344_4240,1,-1.1923,1e-05,1.0,d4,dcuR,gene-SL1344_4240
SL1344_4390,1,-1.1731,1e-05,1.0,d4,pyrI,gene-SL1344_4390
SL1344_3505,1,-1.1689,1e-05,1.0,d4,glgB,gene-SL1344_3505
SL1344_P1_0094,1,-1.1329,1e-05,1.0,d4,srgA,gene-SL1344_P1_0094
SL1344_3759,1,-1.1316,1e-05,1.0,d4,SL1344_3759,gene-SL1344_3759
SL1344_0741,1,-1.1273,1e-05,1.0,d4,SL1344_0741,gene-SL1344_0741
SL1344_3150,1,-1.1143,1e-05,1.0,d4,ygiW,gene-SL1344_3150
SL1344_3514,6,-0.51879,1e-05,2.2e-05,d4,SL1344_3514,gene-SL1344_3514
SL1344_2383,1,-1.089,1e-05,1.0,d4,SL1344_2383,gene-SL1344_2383
SL1344_4402,3,-0.79862,1e-05,1.0,d4,ytgA,gene-SL1344_4402
SL1344_0392,1,-1.0843,1e-05,1.0,d4,phoB,gene-SL1344_0392
SL1344_3677,1,-4.4646,1e-05,1.0,d4,rfaF,gene-SL1344_3677
SL1344_P2_0096,1,-1.0794,1e-05,1.0,d4,pilK,gene-SL1344_P2_0096
SL1344_2850,1,-1.0778,1e-05,1.0,d4,orgA,gene-SL1344_2850
SL1344_2674,1,-1.0605,1e-05,1.0,d4,sopE,gene-SL1344_2674
SL1344_0256,1,-1.0595,1e-05,1.0,d4,gloB,gene-SL1344_0256
SL1344_4131,1,-1.0476,1e-05,1.0,d4,SL1344_4131,gene-SL1344_4131
SL1344_P1_0024,1,-1.0428,1e-05,1.0,d4,traR,gene-SL1344_P1_0024
SL1344_1960,1,-1.0377,1e-05,1.0,d4,SL1344_1960,gene-SL1344_1960
SL1344_P1_0022,1,-1.0417,1e-05,1.0,d4,traC,gene-SL1344_P1_0022
SL1344_P2_0049,1,-1.0394,1e-05,1.0,d4,nikB,gene-SL1344_P2_0049
SL1344_3923,1,-1.0326,1e-05,1.0,d4,yigN,gene-SL1344_3923
SL1344_2035,1,-1.0288,1e-05,1.0,d4,yeeX,gene-SL1344_2035
SL1344_4500,3,-0.7571,1e-05,1.0,d4,stjC,gene-SL1344_4500
SL1344_P2_0079,4,-0.69275,1e-05,2.2e-05,d4,traE,gene-SL1344_P2_0079
SL1344_3750,3,-0.74141,1e-05,1.0,d4,SL1344_3750,gene-SL1344_3750
SL1344_3847,1,-0.98061,1e-05,1.0,d4,kup,gene-SL1344_3847
SL1344_2657,1,-0.98915,1e-05,1.0,d4,smpA,gene-SL1344_2657
SL1344_3565,2,-0.77946,1e-05,1.0,d4,SL1344_3565,gene-SL1344_3565
SL1344_2741,1,-0.97537,1e-05,1.0,d4,SL1344_2741,gene-SL1344_2741
SL1344_2956,1,-0.97473,1e-05,1.0,d4,fucI,gene-SL1344_2956
SL1344_2220,1,-0.95701,1e-05,1.0,d4,SL1344_2220,gene-SL1344_2220
SL1344_0540,1,-0.95545,1e-05,1.0,d4,fimH,gene-SL1344_0540
SL1344_1565,1,-0.94862,1e-05,1.0,d4,SL1344_1565,gene-SL1344_1565
SL1344_0814,4,0.1802,1e-05,2.2e-05,d4,SL1344_0814,gene-SL1344_0814
SL1344_2109,3,0.11951,1e-05,2.2e-05,d4,SL1344_2109,gene-SL1344_2109
SL1344_4341,1,-0.9448,1e-05,1.0,d4,msrA,gene-SL1344_4341
SL1344_P2_0088,3,-0.70363,1e-05,2.2e-05,d4,pilS,gene-SL1344_P2_0088
SL1344_4523,1,-0.94224,1e-05,1.0,d4,SL1344_4523,gene-SL1344_4523
SL1344_2661,1,-0.94146,1e-05,1.0,d4,bapA,gene-SL1344_2661
SL1344_4307,3,-0.6973,1e-05,1.0,d4,yjfL,gene-SL1344_4307
SL1344_2937,1,-0.92174,1e-05,1.0,d4,relA,gene-SL1344_2937
SL1344_4317,1,-0.9134,1e-05,1.0,d4,sgaB,gene-SL1344_4317
SL1344_2950,1,-0.90084,1e-05,1.0,d4,sdaC,gene-SL1344_2950
SL1344_0270,1,-0.88434,1e-05,1.0,d4,sciJ,gene-SL1344_0270
SL1344_P1_0087,1,-0.87666,1e-05,1.0,d4,pefA,gene-SL1344_P1_0087
SL1344_3896,1,-0.86566,1e-05,1.0,d4,SL1344_3896,gene-SL1344_3896
SL1344_3029,1,-0.85981,1e-05,1.0,d4,gcvP,gene-SL1344_3029
SL1344_4137,1,-0.85812,1e-05,1.0,d4,SL1344_4137,gene-SL1344_4137
SL1344_P1_0009,1,-0.85507,1e-05,1.0,d4,traS,gene-SL1344_P1_0009
SL1344_4453,1,-0.85257,1e-05,1.0,d4,SL1344_4453,gene-SL1344_4453
SL1344_0705,1,-0.84893,1e-05,1.0,d4,SL1344_0705,gene-SL1344_0705
SL1344_3812,3,-0.66256,1e-05,1.0,d4,SL1344_3812,gene-SL1344_3812
SL1344_P2_0078,3,-0.65785,1e-05,1.0,d4,traF,gene-SL1344_P2_0078
SL1344_1621,1,-0.82697,1e-05,1.0,d4,pspF,gene-SL1344_1621
SL1344_0576,1,-0.83577,1e-05,1.0,d4,entF,gene-SL1344_0576
SL1344_1316,2,-0.32905,1e-05,2.2e-05,d4,orf408,gene-SL1344_1316
SL1344_1012,1,-0.8341,1e-05,1.0,d4,sxy,gene-SL1344_1012
SL1344_3724,1,-0.83031,1e-05,1.0,d4,fidL,gene-SL1344_3724
SL1344_1176,1,-1.5282,1e-05,1.0,d4,icdA,gene-SL1344_1176
SL1344_4424,3,-0.6353,1e-05,2.2e-05,d4,SL1344_4424,gene-SL1344_4424
SL1344_1894,1,-0.80372,1e-05,1.0,d4,yedE,gene-SL1344_1894
SL1344_3748,6,-0.22247,1e-05,1.0,d4,SL1344_3748,gene-SL1344_3748
SL1344_3798,1,-0.80401,1e-05,1.0,d4,yidA,gene-SL1344_3798
SL1344_P1_0017,2,-0.74399,1e-05,1.0,d4,trbC,gene-SL1344_P1_0017
SL1344_4000,3,-0.62961,1e-05,1.0,d4,SL1344_4000,gene-SL1344_4000
SL1344_3031,1,-0.78322,1e-05,1.0,d4,gcvT,gene-SL1344_3031
SL1344_0573,1,-0.77384,1e-05,1.0,d4,fepA,gene-SL1344_0573
SL1344_3717,1,-0.76715,1e-05,1.0,d4,SL1344_3717,gene-SL1344_3717
SL1344_0490,2,-0.39537,1e-05,2.2e-05,d4,SL1344_0490,gene-SL1344_0490
SL1344_0035,1,-0.75655,1e-05,1.0,d4,SL1344_0035,gene-SL1344_0035
SL1344_0018,2,0.011694,1e-05,2.2e-05,d4,chiA,gene-SL1344_0018
SL1344_3422,1,-0.75374,1e-05,1.0,d4,slyD,gene-SL1344_3422
SL1344_3444,1,-0.74922,1e-05,1.0,d4,cysG,gene-SL1344_3444
SL1344_3262,1,-0.74488,1e-05,1.0,d4,argG,gene-SL1344_3262
SL1344_0790,1,-0.7417,1e-05,1.0,d4,ybhQ,gene-SL1344_0790
SL1344_0511,1,-0.7278,1e-05,1.0,d4,gip,gene-SL1344_0511
SL1344_4141,4,-0.64193,1e-05,1.0,d4,gtrAb,gene-SL1344_4141
SL1344_1110,1,-0.72106,1e-05,1.0,d4,flgA,gene-SL1344_1110
SL1344_3637,1,-0.71707,1e-05,1.0,d4,yiaN,gene-SL1344_3637
SL1344_3874,1,-0.71276,1e-05,1.0,d4,rhlB,gene-SL1344_3874
SL1344_3564,2,-0.68103,1e-05,1.0,d4,SL1344_3564,gene-SL1344_3564
SL1344_0554,1,-0.71091,1e-05,1.0,d4,ykgB,gene-SL1344_0554
SL1344_2756,1,-0.70022,1e-05,1.0,d4,fljB,gene-SL1344_2756
SL1344_4356,1,-0.69623,1e-05,1.0,d4,iolE,gene-SL1344_4356
SL1344_P2_0083,1,-0.69128,1e-05,1.0,d4,shfC,gene-SL1344_P2_0083
SL1344_0575,1,-0.6875,1e-05,1.0,d4,ybdZ,gene-SL1344_0575
SL1344_0378,1,-0.68961,1e-05,1.0,d4,yaiB,gene-SL1344_0378
SL1344_P2_0071,1,-0.68647,1e-05,1.0,d4,sogL,gene-SL1344_P2_0071
SL1344_2441,1,-0.68003,1e-05,1.0,d4,SL1344_2441,gene-SL1344_2441
SL1344_3630,1,-0.68058,1e-05,1.0,d4,avtA,gene-SL1344_3630
SL1344_3570,1,-0.6802,1e-05,1.0,d4,SL1344_3570,gene-SL1344_3570
SL1344_4404,1,-0.67665,1e-05,1.0,d4,yjgN,gene-SL1344_4404
SL1344_4217,1,-0.67384,1e-05,1.0,d4,nrfE,gene-SL1344_4217
SL1344_0846,1,-0.66759,1e-05,1.0,d4,SL1344_0846,gene-SL1344_0846
SL1344_3544,2,0.09458,1e-05,2.2e-05,d4,yhhQ,gene-SL1344_3544
SL1344_3604,1,-0.66036,1e-05,1.0,d4,lpfC,gene-SL1344_3604
SL1344_3920,1,-0.66168,1e-05,1.0,d4,SL1344_3920,gene-SL1344_3920
SL1344_0952,1,-0.65266,1e-05,1.0,d4,SL1344_0952,gene-SL1344_0952
SL1344_2763,5,-0.43156,1e-05,1.0,d4,pipB2,gene-SL1344_2763
SL1344_2509,1,-0.65374,1e-05,1.0,d4,SL1344_2509,gene-SL1344_2509
SL1344_4149,1,-0.64671,1e-05,1.0,d4,SL1344_4149,gene-SL1344_4149
SL1344_3217,1,-0.6449,1e-05,1.0,d4,tdcA,gene-SL1344_3217
SL1344_2365,2,-0.776,1e-05,1.0,d4,pgtB,gene-SL1344_2365
SL1344_3222,1,-0.64074,1e-05,1.0,d4,garL,gene-SL1344_3222
SL1344_2731,2,-0.47959,1e-05,1.0,d4,SL1344_2731,gene-SL1344_2731
SL1344_3612,1,-0.63893,1e-05,1.0,d4,yiaE,gene-SL1344_3612
SL1344_P2_0060,2,-0.74197,1e-05,1.0,d4,traU,gene-SL1344_P2_0060
SL1344_2792,1,-0.63533,1e-05,1.0,d4,nrdE,gene-SL1344_2792
SL1344_4194,2,-0.63875,1e-05,1.0,d4,siiB,gene-SL1344_4194
SL1344_4056,2,-0.78761,1e-05,1.0,d4,katG,gene-SL1344_4056
SL1344_3228,1,-0.62834,1e-05,1.0,d4,SL1344_3228,gene-SL1344_3228
SL1344_4270,1,-0.62743,1e-05,1.0,d4,yjeK,gene-SL1344_4270
SL1344_2765,1,-0.62335,1e-05,1.0,d4,mig-14,gene-SL1344_2765
SL1344_1079,1,-0.61669,1e-05,1.0,d4,csgD,gene-SL1344_1079
SL1344_P2_0056,6,-0.39618,1e-05,2.2e-05,d4,traY,gene-SL1344_P2_0056
SL1344_4376,2,-0.64332,1e-05,1.0,d4,SL1344_4376,gene-SL1344_4376
SL1344_4135,1,-0.61133,1e-05,1.0,d4,SL1344_4135,gene-SL1344_4135
SL1344_2433,1,-0.60853,1e-05,1.0,d4,eutS,gene-SL1344_2433
SL1344_4079,1,-0.60801,1e-05,1.0,d4,btuB,gene-SL1344_4079
SL1344_3607,3,-0.48113,1e-05,2.2e-05,d4,yhjY,gene-SL1344_3607
SL1344_4136,1,-0.6038,1e-05,1.0,d4,SL1344_4136,gene-SL1344_4136
SL1344_2955,2,-0.68851,1e-05,1.0,d4,fucP,gene-SL1344_2955
SL1344_3751,1,-0.60164,1e-05,1.0,d4,SL1344_3751,gene-SL1344_3751
SL1344_3593,1,-0.59952,1e-05,1.0,d4,dppD,gene-SL1344_3593
SL1344_2827,2,-0.54306,1e-05,1.0,d4,hycG,gene-SL1344_2827
SL1344_0708,1,-0.59677,1e-05,1.0,d4,SL1344_0708,gene-SL1344_0708
SL1344_1048,1,-0.58895,1e-05,1.0,d4,SL1344_1048,gene-SL1344_1048
SL1344_2599,1,-0.58758,1e-05,1.0,d4,SL1344_2599,gene-SL1344_2599
SL1344_0640,3,-0.04143,1e-05,2.2e-05,d4,SL1344_0640,gene-SL1344_0640
SL1344_0033,3,0.47705,1e-05,2.2e-05,d4,SL1344_0033,gene-SL1344_0033
SL1344_3726,1,-0.57967,1e-05,1.0,d4,slsA,gene-SL1344_3726
SL1344_3473,1,-0.57837,1e-05,1.0,d4,feoB,gene-SL1344_3473
SL1344_2440,1,-0.576,1e-05,1.0,d4,yffH,gene-SL1344_2440
SL1344_4196,3,-0.34044,1e-05,1.0,d4,siiD,gene-SL1344_4196
SL1344_1520,1,-0.57111,1e-05,1.0,d4,yncB,gene-SL1344_1520
SL1344_0176,1,-0.57383,1e-05,1.0,d4,stiC,gene-SL1344_0176
SL1344_2214,1,-0.57293,1e-05,1.0,d4,SL1344_2214,gene-SL1344_2214
SL1344_3845,1,-0.57474,1e-05,1.0,d4,yieM,gene-SL1344_3845
SL1344_3107,1,-0.5723,1e-05,1.0,d4,SL1344_3107,gene-SL1344_3107
SL1344_P1_0007,2,-0.656,1e-05,1.0,d4,traD,gene-SL1344_P1_0007
SL1344_4046,1,-0.5659,1e-05,1.0,d4,SL1344_4046,gene-SL1344_4046
SL1344_2119,1,-0.5608,1e-05,1.0,d4,yegT,gene-SL1344_2119
SL1344_0265,1,-0.55824,1e-05,1.0,d4,sciF,gene-SL1344_0265
SL1344_3654,1,-0.55559,1e-05,1.0,d4,yibL,gene-SL1344_3654
SL1344_2764,4,-0.51943,1e-05,1.0,d4,virK,gene-SL1344_2764
SL1344_0034,1,-0.54898,1e-05,1.0,d4,SL1344_0034,gene-SL1344_0034
SL1344_3099,2,-0.65937,1e-05,1.0,d4,SL1344_3099,gene-SL1344_3099
SL1344_1169,1,-0.54281,1e-05,1.0,d4,phoP,gene-SL1344_1169
SL1344_3216,1,-0.54052,1e-05,1.0,d4,tdcB,gene-SL1344_3216
SL1344_4012,1,-0.54107,1e-05,1.0,d4,sbp,gene-SL1344_4012
SL1344_2570,1,-0.53423,1e-05,1.0,d4,SL1344_2570,gene-SL1344_2570
SL1344_3192,1,-0.52916,1e-05,1.0,d4,fadH,gene-SL1344_3192
SL1344_0160,2,-0.71403,1e-05,1.0,d4,SL1344_0160,gene-SL1344_0160
SL1344_4490,1,-0.5266,1e-05,1.0,d4,yjjU,gene-SL1344_4490
SL1344_3679,2,0.19447,1e-05,2.2e-05,d4,rfaL,gene-SL1344_3679
SL1344_0704,1,-0.52263,1e-05,1.0,d4,SL1344_0704,gene-SL1344_0704
SL1344_3663,5,-0.54919,1e-05,1.0,d4,SL1344_3663,gene-SL1344_3663
SL1344_P2_0081,1,-0.52198,1e-05,1.0,d4,shfB,gene-SL1344_P2_0081
SL1344_0744,1,-0.51729,1e-05,1.0,d4,dcoA,gene-SL1344_0744
SL1344_2630,1,-0.51425,1e-05,1.0,d4,yfiN,gene-SL1344_2630
SL1344_2209,2,-0.4795,1e-05,1.0,d4,SL1344_2209,gene-SL1344_2209
SL1344_0195,1,-0.51416,1e-05,1.0,d4,fhuB,gene-SL1344_0195
SL1344_0485,1,-0.5134,1e-05,1.0,d4,ybaL,gene-SL1344_0485
SL1344_3447,3,2.3513,1e-05,2.2e-05,d4,yhfL,gene-SL1344_3447
SL1344_2312,1,-0.51267,1e-05,1.0,d4,SL1344_2312,gene-SL1344_2312
SL1344_3043,1,-0.50704,1e-05,1.0,d4,yggB,gene-SL1344_3043
SL1344_2772,1,-0.4978,1e-05,1.0,d4,SL1344_2772,gene-SL1344_2772
SL1344_2738,2,1.0372,1e-05,2.2e-05,d4,SL1344_2738,gene-SL1344_2738
SL1344_0150,1,-0.49911,1e-05,1.0,d4,aroP,gene-SL1344_0150
SL1344_2537,1,-0.49071,1e-05,1.0,d4,SL1344_2537,gene-SL1344_2537
SL1344_P2_0089,2,-0.59447,1e-05,1.0,d4,pilR,gene-SL1344_P2_0089
SL1344_3695,1,-0.49318,1e-05,1.0,d4,radC,gene-SL1344_3695
SL1344_3660,1,-0.49026,1e-05,1.0,d4,yibK,gene-SL1344_3660
