locus_tag,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast,Name,ID
SL1344_3911,1,0.36694,1.0,6e-06,d2,pldA,gene-SL1344_3911
SL1344_0502,1,0.36946,1.0,6e-06,d2,SL1344_0502,gene-SL1344_0502
SL1344_2089,1,0.37095,1.0,6e-06,d2,wcaD,gene-SL1344_2089
SL1344_0739,2,0.26674,1.0,6e-06,d2,SL1344_0739,gene-SL1344_0739
SL1344_2886,2,0.42004,1.0,6e-06,d2,pphB,gene-SL1344_2886
SL1344_1034,1,0.37673,1.0,6e-06,d2,copS,gene-SL1344_1034
SL1344_0352,1,0.37724,1.0,6e-06,d2,mod,gene-SL1344_0352
SL1344_1588,1,0.37649,1.0,6e-06,d2,SL1344_1588,gene-SL1344_1588
SL1344_0333,1,0.37537,1.0,6e-06,d2,stbC,gene-SL1344_0333
SL1344_0195,1,0.3771,1.0,6e-06,d2,fhuB,gene-SL1344_0195
SL1344_1550,3,0.21801,1.0,6e-06,d2,SL1344_1550,gene-SL1344_1550
SL1344_2348,1,0.37875,1.0,6e-06,d2,mnmC,gene-SL1344_2348
SL1344_2871,2,0.30561,1.0,6e-06,d2,invJ,gene-SL1344_2871
SL1344_P2_0086,5,0.21293,1.0,6e-06,d2,pilU,gene-SL1344_P2_0086
SL1344_2185,1,0.38183,1.0,6e-06,d2,STM2208,gene-SL1344_2185
SL1344_2251,1,0.38384,1.0,6e-06,d2,glpQ,gene-SL1344_2251
SL1344_2935,2,0.32028,1.0,6e-06,d2,SL1344_2935,gene-SL1344_2935
SL1344_0939,1,0.38624,1.0,6e-06,d2,dpaL,gene-SL1344_0939
SL1344_3099,2,0.25978,1.0,6e-06,d2,SL1344_3099,gene-SL1344_3099
SL1344_3087,1,0.38495,1.0,6e-06,d2,mltC,gene-SL1344_3087
SL1344_2741,1,0.388,1.0,6e-06,d2,SL1344_2741,gene-SL1344_2741
SL1344_2327,2,0.3494,1.0,6e-06,d2,SL1344_2327,gene-SL1344_2327
SL1344_3043,1,0.38787,1.0,6e-06,d2,yggB,gene-SL1344_3043
SL1344_2681,1,0.39201,1.0,6e-06,d2,SL1344_2681,gene-SL1344_2681
SL1344_0295,2,0.42537,1.0,6e-06,d2,safA,gene-SL1344_0295
SL1344_3647,1,0.39051,1.0,6e-06,d2,selB,gene-SL1344_3647
SL1344_3263,1,0.39846,1.0,6e-06,d2,SL1344_3263,gene-SL1344_3263
SL1344_1526,1,0.40238,1.0,6e-06,d2,srfC,gene-SL1344_1526
SL1344_3962,7,0.83912,1.0,6e-06,d2,ompL,gene-SL1344_3962
SL1344_1354,1,0.40217,1.0,6e-06,d2,ssaS,gene-SL1344_1354
SL1344_P2_0085,3,0.18582,1.0,6e-06,d2,pilV,gene-SL1344_P2_0085
SL1344_1139,1,0.40567,1.0,6e-06,d2,ycfH,gene-SL1344_1139
SL1344_3165,3,0.59482,1.0,6e-06,d2,assT,gene-SL1344_3165
SL1344_1331,1,0.4054,1.0,6e-06,d2,sseA,gene-SL1344_1331
SL1344_1793,1,0.40637,1.0,6e-06,d2,pagO,gene-SL1344_1793
SL1344_2712,1,0.40873,1.0,6e-06,d2,SL1344_2712,gene-SL1344_2712
SL1344_1713,2,0.27036,1.0,6e-06,d2,SL1344_1713,gene-SL1344_1713
SL1344_2845,1,0.40842,1.0,6e-06,d2,avrA,gene-SL1344_2845
SL1344_P1_0069,1,0.40909,1.0,6e-06,d2,spvC,gene-SL1344_P1_0069
SL1344_1348,2,0.43524,1.0,6e-06,d2,ssaV,gene-SL1344_1348
SL1344_2087,3,0.19741,1.0,6e-06,d2,wcaF,gene-SL1344_2087
SL1344_1882,1,0.41504,1.0,6e-06,d2,dcyD,gene-SL1344_1882
SL1344_4523,1,0.41588,1.0,6e-06,d2,SL1344_4523,gene-SL1344_4523
SL1344_P2_0011,4,0.16259,1.0,6e-06,d2,yagA,gene-SL1344_P2_0011
SL1344_2238,1,0.41788,1.0,6e-06,d2,yojN,gene-SL1344_2238
SL1344_3896,1,0.41796,1.0,6e-06,d2,SL1344_3896,gene-SL1344_3896
SL1344_2250,1,0.42078,1.0,6e-06,d2,SL1344_2250,gene-SL1344_2250
SL1344_0687,1,0.42294,1.0,6e-06,d2,kdpB,gene-SL1344_0687
SL1344_3142,1,0.4236,1.0,6e-06,d2,ygiR,gene-SL1344_3142
SL1344_3636,1,0.42979,1.0,6e-06,d2,yiaM,gene-SL1344_3636
SL1344_0176,1,0.42791,1.0,6e-06,d2,stiC,gene-SL1344_0176
SL1344_3606,1,0.42683,1.0,6e-06,d2,lpfA,gene-SL1344_3606
SL1344_3654,1,0.42743,1.0,6e-06,d2,yibL,gene-SL1344_3654
SL1344_2742,1,0.42909,1.0,6e-06,d2,SL1344_2742,gene-SL1344_2742
SL1344_4079,1,0.43016,1.0,6e-06,d2,btuB,gene-SL1344_4079
SL1344_3215,1,0.42997,1.0,6e-06,d2,tdcC,gene-SL1344_3215
SL1344_1602,1,0.43102,1.0,6e-06,d2,SL1344_1602,gene-SL1344_1602
SL1344_3217,1,0.43498,1.0,6e-06,d2,tdcA,gene-SL1344_3217
SL1344_1896,2,0.53259,1.0,6e-06,d2,SL1344_1896,gene-SL1344_1896
SL1344_3923,1,0.43469,1.0,6e-06,d2,yigN,gene-SL1344_3923
SL1344_4131,1,0.43818,1.0,6e-06,d2,SL1344_4131,gene-SL1344_4131
SL1344_0032,1,0.43758,1.0,6e-06,d2,SL1344_0032,gene-SL1344_0032
SL1344_P1_0066,3,0.39889,1.0,6e-06,d2,spvR,gene-SL1344_P1_0066
SL1344_0362,1,0.44311,1.0,6e-06,d2,prpR,gene-SL1344_0362
SL1344_P1_0009,1,0.4446,1.0,6e-06,d2,traS,gene-SL1344_P1_0009
SL1344_4345,1,0.44473,1.0,6e-06,d2,SL1344_4345,gene-SL1344_4345
SL1344_2856,4,0.64703,1.0,6e-06,d2,hilA,gene-SL1344_2856
SL1344_2702,1,0.44892,1.0,6e-06,d2,SL1344_2702,gene-SL1344_2702
SL1344_1469,2,0.4297,1.0,6e-06,d2,SL1344_1469,gene-SL1344_1469
SL1344_1338,5,0.26976,1.0,6e-06,d2,sseF,gene-SL1344_1338
SL1344_0688,1,0.4513,1.0,6e-06,d2,kdpA,gene-SL1344_0688
SL1344_0280,1,0.45158,1.0,6e-06,d2,sciS,gene-SL1344_0280
SL1344_1958,1,0.45143,1.0,6e-06,d2,SL1344_1958,gene-SL1344_1958
SL1344_2710,1,0.45448,1.0,6e-06,d2,SL1344_2710,gene-SL1344_2710
SL1344_1609,1,0.45376,1.0,6e-06,d2,mppA,gene-SL1344_1609
SL1344_0814,4,0.33383,1.0,6e-06,d2,SL1344_0814,gene-SL1344_0814
SL1344_3116,1,0.4548,1.0,6e-06,d2,SL1344_3116,gene-SL1344_3116
SL1344_3227,4,0.22741,1.0,6e-06,d2,SL1344_3227,gene-SL1344_3227
SL1344_1256,1,0.45991,1.0,6e-06,d2,ydjM,gene-SL1344_1256
SL1344_1561,3,0.24672,1.0,6e-06,d2,sseJ,gene-SL1344_1561
SL1344_0369,1,0.45911,1.0,6e-06,d2,yaiV,gene-SL1344_0369
SL1344_P2_0035,1,0.45901,1.0,6e-06,d2,ssb,gene-SL1344_P2_0035
SL1344_4357,2,0.56932,1.0,6e-06,d2,iolG1,gene-SL1344_4357
SL1344_2220,1,0.46375,1.0,6e-06,d2,SL1344_2220,gene-SL1344_2220
SL1344_P1_0031,1,0.46548,1.0,6e-06,d2,traL,gene-SL1344_P1_0031
SL1344_0209,1,0.467,1.0,6e-06,d2,dgt,gene-SL1344_0209
SL1344_2869,4,0.29937,1.0,6e-06,d2,spaP,gene-SL1344_2869
SL1344_1615,1,0.47374,1.0,6e-06,d2,ycjX,gene-SL1344_1615
SL1344_2727,2,0.35677,1.0,6e-06,d2,SL1344_2727,gene-SL1344_2727
SL1344_0274,1,0.47626,1.0,6e-06,d2,sciK1,gene-SL1344_0274
SL1344_1265,1,0.47879,1.0,6e-06,d2,SL1344_1265,gene-SL1344_1265
SL1344_P2_0060,2,0.34162,1.0,6e-06,d2,traU,gene-SL1344_P2_0060
SL1344_1076,1,0.48205,1.0,6e-06,d2,csgG,gene-SL1344_1076
SL1344_0517,1,0.47968,1.0,6e-06,d2,ybbY,gene-SL1344_0517
SL1344_3283,1,0.48215,1.0,6e-06,d2,yrbD,gene-SL1344_3283
SL1344_2014,2,0.35696,1.0,6e-06,d2,pduA,gene-SL1344_2014
SL1344_P2_0052,1,0.48421,1.0,6e-06,d2,trbA,gene-SL1344_P2_0052
SL1344_4230,3,0.75697,1.0,6e-06,d2,yjdB,gene-SL1344_4230
SL1344_P1_0032,3,0.22686,1.0,6e-06,d2,traA,gene-SL1344_P1_0032
SL1344_3704,1,0.48979,1.0,6e-06,d2,SL1344_3704,gene-SL1344_3704
SL1344_3491,2,0.46096,1.0,6e-06,d2,glpG,gene-SL1344_3491
SL1344_2536,1,0.49123,1.0,6e-06,d2,SL1344_2536,gene-SL1344_2536
SL1344_1290,2,0.42781,1.0,6e-06,d2,ydiO,gene-SL1344_1290
SL1344_4290,1,0.49061,1.0,6e-06,d2,yjeF,gene-SL1344_4290
SL1344_3702,1,0.49142,1.0,6e-06,d2,SL1344_3702,gene-SL1344_3702
SL1344_0995,2,0.40081,1.0,6e-06,d2,gtgE,gene-SL1344_0995
SL1344_1795,1,0.49431,1.0,6e-06,d2,SL1344_1795,gene-SL1344_1795
SL1344_P2_0010,3,0.2939,1.0,6e-06,d2,yafB,gene-SL1344_P2_0010
SL1344_4351,1,0.49287,1.0,6e-06,d2,iolT1,gene-SL1344_4351
SL1344_0284,1,0.49358,1.0,6e-06,d2,vgrS,gene-SL1344_0284
SL1344_2863,4,0.4716,1.0,6e-06,d2,sipC,gene-SL1344_2863
SL1344_P1_0094,1,0.49445,1.0,6e-06,d2,srgA,gene-SL1344_P1_0094
SL1344_0833,3,0.35093,1.0,6e-06,d2,SL1344_0833,gene-SL1344_0833
SL1344_3626,1,0.50355,1.0,6e-06,d2,xylA,gene-SL1344_3626
SL1344_P1_0068,2,0.46062,1.0,6e-06,d2,spvB,gene-SL1344_P1_0068
SL1344_1066,3,0.32766,1.0,6e-06,d2,SL1344_1066,gene-SL1344_1066
SL1344_4521,4,0.49607,1.0,6e-06,d2,sthA,gene-SL1344_4521
SL1344_P2_0079,4,0.40113,1.0,6e-06,d2,traE,gene-SL1344_P2_0079
SL1344_4151,2,0.34901,1.0,6e-06,d2,SL1344_4151,gene-SL1344_4151
SL1344_2551,2,0.35265,1.0,6e-06,d2,SL1344_2551,gene-SL1344_2551
SL1344_0606,1,0.50776,1.0,6e-06,d2,citT,gene-SL1344_0606
SL1344_1248,1,0.50944,1.0,6e-06,d2,celB,gene-SL1344_1248
SL1344_2570,1,0.51056,1.0,6e-06,d2,SL1344_2570,gene-SL1344_2570
SL1344_2546,2,0.51696,1.0,6e-06,d2,gogB,gene-SL1344_2546
SL1344_0640,3,0.49755,1.0,6e-06,d2,SL1344_0640,gene-SL1344_0640
SL1344_2691,1,0.51417,1.0,6e-06,d2,SL1344_2691,gene-SL1344_2691
SL1344_1030,2,0.358,1.0,6e-06,d2,sopB,gene-SL1344_1030
SL1344_3586,1,0.51502,1.0,6e-06,d2,yhjR,gene-SL1344_3586
SL1344_2259,1,0.51607,1.0,6e-06,d2,yfaV,gene-SL1344_2259
SL1344_P1_0024,1,0.51595,1.0,6e-06,d2,traR,gene-SL1344_P1_0024
SL1344_2778,1,0.51955,1.0,6e-06,d2,ygaE,gene-SL1344_2778
SL1344_2163,2,0.35755,1.0,6e-06,d2,SL1344_2163,gene-SL1344_2163
SL1344_2870,1,0.52223,1.0,6e-06,d2,spaO,gene-SL1344_2870
SL1344_3544,2,0.37884,1.0,6e-06,d2,yhhQ,gene-SL1344_3544
SL1344_0703,1,0.52165,1.0,6e-06,d2,SL1344_0703,gene-SL1344_0703
SL1344_3604,1,0.52436,1.0,6e-06,d2,lpfC,gene-SL1344_3604
SL1344_2692,1,0.52265,1.0,6e-06,d2,SL1344_2692,gene-SL1344_2692
SL1344_3144,1,0.52458,1.0,6e-06,d2,SL1344_3144,gene-SL1344_3144
SL1344_2114,1,0.52648,1.0,6e-06,d2,srcA,gene-SL1344_2114
SL1344_2774,1,0.52936,1.0,6e-06,d2,ygaF,gene-SL1344_2774
SL1344_3365,1,0.52758,1.0,6e-06,d2,yhdV,gene-SL1344_3365
SL1344_3311,1,0.5277,1.0,6e-06,d2,nanA,gene-SL1344_3311
SL1344_3150,1,0.5354,1.0,6e-06,d2,ygiW,gene-SL1344_3150
SL1344_4402,3,0.43809,1.0,6e-06,d2,ytgA,gene-SL1344_4402
SL1344_0368,3,0.2667,1.0,6e-06,d2,yaiU,gene-SL1344_0368
SL1344_P1_0063,1,0.53904,1.0,6e-06,d2,rlgA2,gene-SL1344_P1_0063
SL1344_P2_0081,1,0.53707,1.0,6e-06,d2,shfB,gene-SL1344_P2_0081
SL1344_0832,2,0.35889,1.0,6e-06,d2,SL1344_0832,gene-SL1344_0832
SL1344_P1_0022,1,0.54319,1.0,6e-06,d2,traC,gene-SL1344_P1_0022
SL1344_P2_0101,1,0.54457,1.0,6e-06,d2,traC,gene-SL1344_P2_0101
SL1344_0020,1,0.54379,1.0,6e-06,d2,SL1344_0020,gene-SL1344_0020
SL1344_4404,1,0.54366,1.0,6e-06,d2,yjgN,gene-SL1344_4404
SL1344_2827,2,0.37268,1.0,6e-06,d2,hycG,gene-SL1344_2827
SL1344_3444,1,0.54515,1.0,6e-06,d2,cysG,gene-SL1344_3444
SL1344_3107,1,0.54636,1.0,6e-06,d2,SL1344_3107,gene-SL1344_3107
SL1344_2973,1,0.54512,1.0,6e-06,d2,ptr,gene-SL1344_2973
SL1344_2547,1,0.54623,1.0,6e-06,d2,SL1344_2547,gene-SL1344_2547
SL1344_4363,1,0.54843,1.0,6e-06,d2,iolG2,gene-SL1344_4363
SL1344_3607,3,0.58673,1.0,6e-06,d2,yhjY,gene-SL1344_3607
SL1344_4478,1,0.54571,1.0,6e-06,d2,yjjQ,gene-SL1344_4478
SL1344_0278,3,0.31436,1.0,6e-06,d2,sciQ,gene-SL1344_0278
SL1344_0021,1,0.55293,1.0,6e-06,d2,bcfA,gene-SL1344_0021
SL1344_2363,2,0.42601,1.0,6e-06,d2,pgtE,gene-SL1344_2363
SL1344_0622,1,0.54953,1.0,6e-06,d2,ybeF,gene-SL1344_0622
SL1344_4418,2,0.45605,1.0,6e-06,d2,SL1344_4418,gene-SL1344_4418
SL1344_2496,1,0.55227,1.0,6e-06,d2,SL1344_2496,gene-SL1344_2496
SL1344_4307,3,0.51911,1.0,6e-06,d2,yjfL,gene-SL1344_4307
SL1344_2057,1,0.55114,1.0,6e-06,d2,udg,gene-SL1344_2057
SL1344_2109,3,0.56716,1.0,6e-06,d2,SL1344_2109,gene-SL1344_2109
SL1344_1359,1,0.55729,1.0,6e-06,d2,cfa,gene-SL1344_1359
SL1344_4490,1,0.55652,1.0,6e-06,d2,yjjU,gene-SL1344_4490
SL1344_2129,1,0.55655,1.0,6e-06,d2,stcA,gene-SL1344_2129
SL1344_3445,2,0.51274,1.0,6e-06,d2,bigA,gene-SL1344_3445
SL1344_1218,2,0.57173,1.0,6e-06,d2,yeaJ,gene-SL1344_1218
SL1344_1005,1,0.55938,1.0,6e-06,d2,ymbA,gene-SL1344_1005
SL1344_0302,3,0.33675,1.0,6e-06,d2,pagN,gene-SL1344_0302
SL1344_2698,5,0.29941,1.0,6e-06,d2,SL1344_2698,gene-SL1344_2698
SL1344_0708,1,0.56201,1.0,6e-06,d2,SL1344_0708,gene-SL1344_0708
SL1344_2119,1,0.56071,1.0,6e-06,d2,yegT,gene-SL1344_2119
SL1344_2221,1,0.56328,1.0,6e-06,d2,SL1344_2221,gene-SL1344_2221
SL1344_P2_0092,3,0.32001,1.0,6e-06,d2,pilO,gene-SL1344_P2_0092
SL1344_3656,1,0.56224,1.0,6e-06,d2,sadA,gene-SL1344_3656
SL1344_P1_0027,2,0.49272,1.0,6e-06,d2,traP,gene-SL1344_P1_0027
SL1344_0632,1,0.56422,1.0,6e-06,d2,cobD,gene-SL1344_0632
SL1344_4270,1,0.5642,1.0,6e-06,d2,yjeK,gene-SL1344_4270
SL1344_3010,1,0.56539,1.0,6e-06,d2,SL1344_3010,gene-SL1344_3010
SL1344_0512,1,0.5671,1.0,6e-06,d2,garRa,gene-SL1344_0512
SL1344_4199,1,0.56741,1.0,6e-06,d2,yjcB,gene-SL1344_4199
SL1344_3092,3,0.49243,1.0,6e-06,d2,SL1344_3092,gene-SL1344_3092
SL1344_3098,1,0.56894,1.0,6e-06,d2,SL1344_3098,gene-SL1344_3098
SL1344_0335,1,0.57038,1.0,6e-06,d2,stbA,gene-SL1344_0335
SL1344_0515,2,0.38136,1.0,6e-06,d2,allP,gene-SL1344_0515
SL1344_1099,1,0.57372,1.0,6e-06,d2,dinI,gene-SL1344_1099
SL1344_0684,1,0.573,1.0,6e-06,d2,kdpE,gene-SL1344_0684
SL1344_1329,4,0.43764,1.0,6e-06,d2,ssaD,gene-SL1344_1329
SL1344_3987,1,0.57341,1.0,6e-06,d2,SL1344_3987,gene-SL1344_3987
SL1344_0018,2,0.41789,1.0,6e-06,d2,chiA,gene-SL1344_0018
SL1344_2765,1,0.57881,1.0,6e-06,d2,mig-14,gene-SL1344_2765
SL1344_2242,5,0.29717,1.0,6e-06,d2,SL1344_2242,gene-SL1344_2242
SL1344_1812,1,0.57902,1.0,6e-06,d2,exoX,gene-SL1344_1812
SL1344_4341,1,0.57882,1.0,6e-06,d2,msrA,gene-SL1344_4341
SL1344_P1_0033,1,0.57943,1.0,6e-06,d2,traY,gene-SL1344_P1_0033
SL1344_1355,1,0.58187,1.0,6e-06,d2,ssaT,gene-SL1344_1355
SL1344_0964,1,0.5796,1.0,6e-06,d2,SL1344_0964,gene-SL1344_0964
SL1344_3717,1,0.58296,1.0,6e-06,d2,SL1344_3717,gene-SL1344_3717
SL1344_3798,1,0.58067,1.0,6e-06,d2,yidA,gene-SL1344_3798
SL1344_1080,1,0.58286,1.0,6e-06,d2,csgB,gene-SL1344_1080
SL1344_2312,1,0.58419,1.0,6e-06,d2,SL1344_2312,gene-SL1344_2312
SL1344_2955,2,0.43949,1.0,6e-06,d2,fucP,gene-SL1344_2955
SL1344_0166,1,0.58538,1.0,6e-06,d2,speD,gene-SL1344_0166
SL1344_2166,2,0.45751,1.0,6e-06,d2,mglA,gene-SL1344_2166
SL1344_3126,1,0.58575,1.0,6e-06,d2,SL1344_3126,gene-SL1344_3126
SL1344_2661,1,0.58585,1.0,6e-06,d2,bapA,gene-SL1344_2661
SL1344_3726,1,0.58843,1.0,6e-06,d2,slsA,gene-SL1344_3726
SL1344_4140,2,0.61157,1.0,6e-06,d2,gtrBb,gene-SL1344_4140
SL1344_1027,4,0.42673,1.0,6e-06,d2,pipB,gene-SL1344_1027
SL1344_4346,1,0.59704,1.0,6e-06,d2,SL1344_4346,gene-SL1344_4346
SL1344_P3_0005,1,0.60232,1.0,6e-06,d2,SL1344_P3_0005,gene-SL1344_P3_0005
SL1344_2861,4,0.31623,1.0,6e-06,d2,sipA,gene-SL1344_2861
SL1344_2152,1,0.59767,1.0,6e-06,d2,SL1344_2152,gene-SL1344_2152
SL1344_0554,1,0.59689,1.0,6e-06,d2,ykgB,gene-SL1344_0554
SL1344_0309,2,0.5196,1.0,6e-06,d2,dbh,gene-SL1344_0309
SL1344_2174,1,0.59663,1.0,6e-06,d2,SL1344_2174,gene-SL1344_2174
SL1344_4366,1,0.59615,1.0,6e-06,d2,iolH,gene-SL1344_4366
SL1344_2862,2,0.52394,1.0,6e-06,d2,sipD,gene-SL1344_2862
SL1344_4196,3,0.47704,1.0,6e-06,d2,siiD,gene-SL1344_4196
SL1344_1543,1,0.60562,1.0,6e-06,d2,SL1344_1543,gene-SL1344_1543
SL1344_P1_0014,2,0.52215,1.0,6e-06,d2,traF,gene-SL1344_P1_0014
SL1344_0563,1,0.60913,1.0,6e-06,d2,manY,gene-SL1344_0563
SL1344_P1_0008,4,0.37011,1.0,6e-06,d2,traT,gene-SL1344_P1_0008
SL1344_P1_0011,3,0.4997,1.0,6e-06,d2,traH,gene-SL1344_P1_0011
SL1344_3085,1,0.60631,1.0,6e-06,d2,mutY,gene-SL1344_3085
SL1344_4248,1,0.60504,1.0,6e-06,d2,SL1344_4248,gene-SL1344_4248
SL1344_2876,1,0.60895,1.0,6e-06,d2,invE,gene-SL1344_2876
SL1344_3751,1,0.60688,1.0,6e-06,d2,SL1344_3751,gene-SL1344_3751
SL1344_4376,2,0.62968,1.0,6e-06,d2,SL1344_4376,gene-SL1344_4376
SL1344_2764,4,0.53295,1.0,6e-06,d2,virK,gene-SL1344_2764
SL1344_2283,1,0.61392,1.0,6e-06,d2,SL1344_2283,gene-SL1344_2283
SL1344_2701,1,0.61198,1.0,6e-06,d2,SL1344_2701,gene-SL1344_2701
SL1344_1548,1,0.61709,1.0,6e-06,d2,SL1344_1548,gene-SL1344_1548
SL1344_0940,4,0.44485,1.0,6e-06,d2,SL1344_0940,gene-SL1344_0940
SL1344_1356,1,0.61386,1.0,6e-06,d2,ssaU,gene-SL1344_1356
SL1344_2164,1,0.61695,1.0,6e-06,d2,yeiA,gene-SL1344_2164
SL1344_3091,2,0.59349,1.0,6e-06,d2,SL1344_3091,gene-SL1344_3091
SL1344_1378,1,0.62308,1.0,6e-06,d2,anmK,gene-SL1344_1378
SL1344_4198,2,0.50591,1.0,6e-06,d2,siiF,gene-SL1344_4198
SL1344_3106,1,0.62377,1.0,6e-06,d2,SL1344_3106,gene-SL1344_3106
SL1344_3559,1,0.62567,1.0,6e-06,d2,prlC,gene-SL1344_3559
SL1344_2875,6,0.40687,1.0,6e-06,d2,invA,gene-SL1344_2875
SL1344_1862,1,0.62586,1.0,6e-06,d2,otsA,gene-SL1344_1862
SL1344_1352,2,0.45883,1.0,6e-06,d2,ssaQ,gene-SL1344_1352
SL1344_1291,1,0.62678,1.0,6e-06,d2,ydiF,gene-SL1344_1291
SL1344_3427,1,0.6258,1.0,6e-06,d2,SL1344_3427,gene-SL1344_3427
SL1344_0667,2,0.48493,1.0,6e-06,d2,nagE,gene-SL1344_0667
SL1344_2111,1,0.63251,1.0,6e-06,d2,SL1344_2111,gene-SL1344_2111
SL1344_1596,1,0.62922,1.0,6e-06,d2,SL1344_1596,gene-SL1344_1596
SL1344_1845,1,0.6333,1.0,6e-06,d2,SL1344_1845,gene-SL1344_1845
SL1344_2552,3,0.43873,1.0,6e-06,d2,SL1344_2552,gene-SL1344_2552
SL1344_4184,1,0.63283,1.0,6e-06,d2,tyrB,gene-SL1344_4184
SL1344_4453,1,0.63445,1.0,6e-06,d2,SL1344_4453,gene-SL1344_4453
SL1344_1484,3,0.46499,1.0,6e-06,d2,SL1344_1484,gene-SL1344_1484
SL1344_0506,1,0.64543,1.0,6e-06,d2,ybbB,gene-SL1344_0506
SL1344_0029,2,0.59559,1.0,6e-06,d2,SL1344_0029,gene-SL1344_0029
SL1344_1296,3,0.49162,1.0,6e-06,d2,ydiM,gene-SL1344_1296
SL1344_2873,1,0.63549,1.0,6e-06,d2,invC,gene-SL1344_2873
SL1344_4317,1,0.6377,1.0,6e-06,d2,sgaB,gene-SL1344_4317
SL1344_4242,4,0.75948,1.0,6e-06,d2,SL1344_4242,gene-SL1344_4242
SL1344_0649,1,0.638,1.0,6e-06,d2,SL1344_0649,gene-SL1344_0649
SL1344_2779,1,0.64278,1.0,6e-06,d2,ygaU,gene-SL1344_2779
SL1344_3695,1,0.6437,1.0,6e-06,d2,radC,gene-SL1344_3695
SL1344_3658,1,0.64666,1.0,6e-06,d2,lctR,gene-SL1344_3658
SL1344_2383,1,0.64844,1.0,6e-06,d2,SL1344_2383,gene-SL1344_2383
SL1344_3725,1,0.64905,1.0,6e-06,d2,marT,gene-SL1344_3725
SL1344_4136,1,0.64861,1.0,6e-06,d2,SL1344_4136,gene-SL1344_4136
SL1344_0490,2,0.50278,1.0,6e-06,d2,SL1344_0490,gene-SL1344_0490
SL1344_1033,4,0.38562,1.0,6e-06,d2,pipD,gene-SL1344_1033
SL1344_1784,2,0.46335,1.0,6e-06,d2,sopE2,gene-SL1344_1784
SL1344_2441,1,0.65171,1.0,6e-06,d2,SL1344_2441,gene-SL1344_2441
SL1344_P1_0017,2,0.57237,1.0,6e-06,d2,trbC,gene-SL1344_P1_0017
SL1344_3145,1,0.65453,1.0,6e-06,d2,ygiK,gene-SL1344_3145
SL1344_2630,1,0.65588,1.0,6e-06,d2,yfiN,gene-SL1344_2630
SL1344_P1_0007,2,0.6388,1.0,6e-06,d2,traD,gene-SL1344_P1_0007
SL1344_4000,3,0.60745,1.0,6e-06,d2,SL1344_4000,gene-SL1344_4000
SL1344_3057,2,0.61139,1.0,6e-06,d2,SL1344_3057,gene-SL1344_3057
SL1344_3056,1,0.65636,1.0,6e-06,d2,SL1344_3056,gene-SL1344_3056
SL1344_P1_0058,1,0.65512,1.0,6e-06,d2,SL1344_P1_0058,gene-SL1344_P1_0058
SL1344_0019,2,0.52604,1.0,6e-06,d2,SL1344_0019,gene-SL1344_0019
SL1344_0432,1,0.65704,1.0,6e-06,d2,SL1344_0432,gene-SL1344_0432
SL1344_3000,2,0.57384,1.0,6e-06,d2,SL1344_3000,gene-SL1344_3000
SL1344_2576,1,0.65761,1.0,6e-06,d2,SL1344_2576,gene-SL1344_2576
SL1344_P1_0034,3,0.59274,1.0,6e-06,d2,traJ,gene-SL1344_P1_0034
SL1344_2058,1,0.66484,1.0,6e-06,d2,gnd,gene-SL1344_2058
SL1344_4390,1,0.66426,1.0,6e-06,d2,pyrI,gene-SL1344_4390
SL1344_4433,1,0.66681,1.0,6e-06,d2,SL1344_4433,gene-SL1344_4433
SL1344_2763,5,0.47513,1.0,6e-06,d2,pipB2,gene-SL1344_2763
SL1344_0594,1,0.66997,1.0,6e-06,d2,ybdO,gene-SL1344_0594
SL1344_4425,1,0.67092,1.0,6e-06,d2,SL1344_4425,gene-SL1344_4425
SL1344_2013,2,0.56256,1.0,6e-06,d2,pduF,gene-SL1344_2013
SL1344_3616,2,0.52808,1.0,6e-06,d2,SL1344_3616,gene-SL1344_3616
SL1344_4454,1,0.67263,1.0,6e-06,d2,symE,gene-SL1344_4454
SL1344_3741,1,0.67368,1.0,6e-06,d2,nepI,gene-SL1344_3741
SL1344_0034,1,0.67811,1.0,6e-06,d2,SL1344_0034,gene-SL1344_0034
SL1344_3197,1,0.68164,1.0,6e-06,d2,ygjT,gene-SL1344_3197
SL1344_0033,3,0.43884,1.0,6e-06,d2,SL1344_0033,gene-SL1344_0033
SL1344_2208,1,0.68472,1.0,6e-06,d2,oafA,gene-SL1344_2208
SL1344_4194,2,0.53185,1.0,6e-06,d2,siiB,gene-SL1344_4194
SL1344_1551,5,0.35258,1.0,6e-06,d2,SL1344_1551,gene-SL1344_1551
SL1344_P2_0091,5,0.39934,1.0,6e-06,d2,pilP,gene-SL1344_P2_0091
SL1344_2130,2,0.63721,1.0,6e-06,d2,yehE,gene-SL1344_2130
SL1344_3128,3,0.65875,1.0,6e-06,d2,SL1344_3128,gene-SL1344_3128
SL1344_0835,5,0.36946,1.0,6e-06,d2,SL1344_0835,gene-SL1344_0835
SL1344_3565,2,0.52573,1.0,6e-06,d2,SL1344_3565,gene-SL1344_3565
SL1344_0043,4,0.49487,1.0,6e-06,d2,SL1344_0043,gene-SL1344_0043
SL1344_4308,2,0.54098,1.0,6e-06,d2,yjfM,gene-SL1344_4308
SL1344_1345,2,0.50796,1.0,6e-06,d2,ssaK,gene-SL1344_1345
