Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
FQ312003.1:3969957,1,-0.5899399999999999,1.0,0.568405,d2
SL1344_1930,1,-0.14163,1.0,0.568405,d2
btuB,1,-0.0019795999999999998,1.0,0.568405,d2
SL1344_3812,3,0.091347,1.0,9e-06,d2
FQ312003.1:1716391,1,-0.092209,1.0,0.568405,d2
pbpG,1,-0.8199,1.0,0.568405,d2
SL1344_2727,2,0.0042328,1.0,9e-06,d2
SL1344_1565,1,-0.3974,1.0,0.568405,d2
SL1344_1960,1,-0.44161000000000006,1.0,0.568405,d2
SL1344_3061,2,0.052059,1.0,9e-06,d2
SL1344_0336,1,-0.11885,1.0,0.568405,d2
ssaJ,1,-0.09282,1.0,0.568405,d2
SL1344_1049,1,-0.07795099999999999,1.0,0.568405,d2
comD,1,-0.1881,1.0,0.568405,d2
SL1344_4434,2,-0.10676,1.0,9e-06,d2
FQ312003.1:2230718,1,-0.32218,1.0,0.568405,d2
manY,1,-0.028609,1.0,0.568405,d2
SL1344_1896,2,0.07082100000000001,1.0,9e-06,d2
lpfC,1,-0.079804,1.0,0.568405,d2
FQ312003.1:3439047,1,-0.090637,1.0,0.568405,d2
yeaJ,2,0.082833,1.0,9e-06,d2
yiaM,1,-0.16218,1.0,0.568405,d2
ycfH,1,-0.18258,1.0,0.568405,d2
HE654724.1:34661,1,-0.50936,1.0,0.568405,d2
SL1344_1550,3,-0.1974,1.0,9e-06,d2
FQ312003.1:808268,1,-0.023198,1.0,0.568405,d2
SL1344_0033,3,0.036938,1.0,9e-06,d2
gloB,1,-0.14351,1.0,0.568405,d2
FQ312003.1:2632276,1,-0.26403000000000004,1.0,0.568405,d2
ybdG,2,0.025443,1.0,9e-06,d2
FQ312003.1:3259222,1,-0.014832,1.0,0.568405,d2
FQ312003.1:1600779,1,-0.17386,1.0,0.568405,d2
SL1344_2209,2,-0.056198000000000005,1.0,9e-06,d2
prgJ,1,-0.44135,1.0,0.568405,d2
yncB,1,-0.18795,1.0,0.568405,d2
SL1344_2681,1,-0.20359000000000002,1.0,0.568405,d2
traF,5,0.046275,1.0,9e-06,d2
SL1344_1066,3,-0.044763,1.0,9e-06,d2
FQ312003.1:1867789,1,-0.10082999999999999,1.0,0.306104,d2
glpG,2,0.044926,1.0,9e-06,d2
FQ312003.1:1174483,1,-0.40354,1.0,0.306104,d2
SL1344_0832,2,0.0070295,1.0,9e-06,d2
traV,3,0.33816999999999997,1.0,9e-06,d2
FQ312003.1:2902947,1,-0.05533099999999999,1.0,0.306104,d2
traJ,3,0.21058000000000002,1.0,9e-06,d2
FQ312003.1:135786,1,-0.59915,1.0,0.306104,d2
traW,1,-0.23234000000000002,1.0,0.306104,d2
SL1344_0084,1,-0.51395,1.0,0.306104,d2
ytgA,3,-0.057184000000000006,1.0,9e-06,d2
FQ312003.1:339332,1,-0.10708,1.0,0.306104,d2
pspF,1,-0.29773,1.0,0.306104,d2
SL1344_0993,1,-0.003908699999999999,1.0,9e-06,d2
SL1344_0338,2,-0.078033,1.0,9e-06,d2
FQ312003.1:341165,1,0.0024633000000000003,1.0,9e-06,d2
ynhG,1,0.0023883000000000003,1.0,9e-06,d2
FQ312003.1:2393467,1,0.002846,1.0,9e-06,d2
yjeK,1,0.0044073,1.0,9e-06,d2
ssaV,2,-0.013585,1.0,9e-06,d2
SL1344_2675,1,0.004554,1.0,9e-06,d2
mltC,1,0.0059746,1.0,9e-06,d2
sseL,1,0.005092800000000001,1.0,9e-06,d2
STnc440,1,0.0066092,1.0,9e-06,d2
yojN,1,0.007308800000000001,1.0,9e-06,d2
HE654724.1:75008,1,0.007775799999999999,1.0,9e-06,d2
ybhQ,1,0.006795399999999999,1.0,9e-06,d2
SL1344_2313,1,0.0068384,1.0,9e-06,d2
xylA,1,0.008273299999999999,1.0,9e-06,d2
yjjU,1,0.010376999999999999,1.0,9e-06,d2
SL1344_4131,1,0.010676,1.0,9e-06,d2
orgA,1,0.010276,1.0,9e-06,d2
SL1344_3128,3,0.21389,1.0,9e-06,d2
yidA,1,0.015333000000000001,1.0,9e-06,d2
FQ312003.1:2250354,1,0.011101999999999999,1.0,9e-06,d2
FQ312003.1:3901356,1,0.01351,1.0,9e-06,d2
SL1344_2880,2,-0.0090493,1.0,9e-06,d2
ygiW,1,0.015569999999999999,1.0,9e-06,d2
SL1344_3799,11,0.14659,1.0,9e-06,d2
SL1344_3746,4,0.16357,1.0,9e-06,d2
orf245,2,-0.10574000000000001,1.0,9e-06,d2
SL1344_4418,2,-0.041876,1.0,9e-06,d2
FQ312003.1:2905463,1,0.016144,1.0,9e-06,d2
wcaD,1,0.015193,1.0,9e-06,d2
SL1344_2221,1,0.014324000000000002,1.0,9e-06,d2
FQ312003.1:4778822,1,0.022885,1.0,9e-06,d2
shfB,1,0.027228,1.0,9e-06,d2
SL1344_3144,1,0.019987,1.0,9e-06,d2
SL1344_0940,4,-0.025608,1.0,9e-06,d2
FQ312003.1:898472,1,0.014157,1.0,9e-06,d2
sciQ,3,0.0018272000000000002,1.0,9e-06,d2
FQ312003.1:1992282,1,0.017508000000000003,1.0,9e-06,d2
yehE,2,0.07938200000000001,1.0,9e-06,d2
vgrS,1,0.023576,1.0,9e-06,d2
iolG1,2,0.035854000000000004,1.0,9e-06,d2
kdpB,1,0.020056,1.0,9e-06,d2
bigA,2,0.12650999999999998,1.0,9e-06,d2
FQ312003.1:1177683,1,0.025381,1.0,9e-06,d2
FQ312003.1:4599002,1,0.027523000000000002,1.0,9e-06,d2
FQ312003.1:350147,2,-0.017894999999999998,1.0,9e-06,d2
traE,4,-0.041106000000000004,1.0,9e-06,d2
SL1344_3000,2,0.049199,1.0,9e-06,d2
SL1344_0034,1,0.034694,1.0,9e-06,d2
FQ312003.1:3312368,1,0.028341,1.0,9e-06,d2
FQ312003.1:4635540,1,0.029365,1.0,9e-06,d2
citT,1,0.035016000000000005,1.0,9e-06,d2
pipD,4,-0.041777,1.0,9e-06,d2
FQ312003.1:3067682,1,0.031713,1.0,9e-06,d2
FQ312003.1:2618520,1,0.027898000000000003,1.0,9e-06,d2
SL1344_3751,1,0.042765,1.0,9e-06,d2
sciS,1,0.039945999999999995,1.0,9e-06,d2
FQ312003.1:1118644,1,0.034776,1.0,9e-06,d2
SL1344_4453,1,0.041638,1.0,9e-06,d2
SL1344_2547,1,0.044164,1.0,9e-06,d2
FQ312003.1:1550882,1,0.031354,1.0,9e-06,d2
FQ312003.1:4445676,1,0.043581,1.0,9e-06,d2
mppA,1,0.041832,1.0,9e-06,d2
FQ312003.1:329489,1,0.027839999999999997,1.0,9e-06,d2
FQ312003.1:1272494,1,0.035345,1.0,9e-06,d2
SL1344_0020,1,0.047649000000000004,1.0,9e-06,d2
FQ312003.1:2282679,1,0.036439,1.0,9e-06,d2
SL1344_1958,1,0.052484,1.0,9e-06,d2
SL1344_3096,1,0.048635000000000005,1.0,9e-06,d2
HE654724.1:80480,1,0.055235,1.0,9e-06,d2
FQ312003.1:2230282,1,0.056839,1.0,9e-06,d2
SL1344_1597,1,0.045978,1.0,9e-06,d2
garRa,1,0.056215999999999995,1.0,9e-06,d2
yiiG,3,0.13681,1.0,9e-06,d2
FQ312003.1:4810501,1,0.052961,1.0,9e-06,d2
FQ312003.1:1284125,1,0.047051,1.0,9e-06,d2
SL1344_4346,1,0.050696,1.0,9e-06,d2
siiF,2,-0.026550999999999998,1.0,9e-06,d2
leuO,4,-0.015368000000000001,1.0,9e-06,d2
SL1344_3056,1,0.057025,1.0,9e-06,d2
sadA,1,0.055332000000000006,1.0,9e-06,d2
avrA,1,0.058586,1.0,9e-06,d2
FQ312003.1:1676917,1,0.052457000000000004,1.0,9e-06,d2
FQ312003.1:4559895,1,0.07474700000000001,1.0,9e-06,d2
traR,1,0.063294,1.0,9e-06,d2
mglA,2,0.07445399999999999,1.0,9e-06,d2
SL1344_3702,1,0.065848,1.0,9e-06,d2
SL1344_0019,2,0.012131999999999999,1.0,9e-06,d2
ygiK,1,0.051237,1.0,9e-06,d2
dinI,1,0.056962,1.0,9e-06,d2
stcA,1,0.070004,1.0,9e-06,d2
SL1344_1602,1,0.07242,1.0,9e-06,d2
HE654725.1:67891,1,0.069499,1.0,9e-06,d2
acrE,1,0.058529,1.0,9e-06,d2
SL1344_0160,2,-0.086278,1.0,9e-06,d2
yjjQ,1,0.079748,1.0,9e-06,d2
copS,1,0.060948,1.0,9e-06,d2
pyrI,1,0.07456,1.0,9e-06,d2
yhjV,6,0.04189,1.0,9e-06,d2
bcfA,1,0.050775,1.0,9e-06,d2
dcyD,1,0.07399700000000001,1.0,9e-06,d2
HE654724.1:62694,1,0.069623,1.0,9e-06,d2
HE654724.1:66758,1,0.08331000000000001,1.0,9e-06,d2
FQ312003.1:1133687,2,0.06801499999999999,1.0,9e-06,d2
FQ312003.1:389617,1,0.076032,1.0,9e-06,d2
FQ312003.1:3438963,1,0.08505,1.0,9e-06,d2
FQ312003.1:350107,1,0.08468400000000001,1.0,9e-06,d2
FQ312003.1:3349229,1,0.078356,1.0,9e-06,d2
FQ312003.1:3262473,1,0.078985,1.0,9e-06,d2
yhdV,1,0.087262,1.0,9e-06,d2
yjeF,1,0.08695399999999999,1.0,9e-06,d2
iolT1,1,0.087238,1.0,9e-06,d2
siiB,2,0.013547,1.0,9e-06,d2
ybeF,1,0.07850499999999999,1.0,9e-06,d2
FQ312003.1:783269,2,0.040987,1.0,9e-06,d2
HE654724.1:33037,1,0.10679000000000001,1.0,9e-06,d2
hycG,2,-0.0014154000000000003,1.0,9e-06,d2
SL1344_3107,1,0.082217,1.0,9e-06,d2
SL1344_2731,2,0.076883,1.0,9e-06,d2
mglC,1,0.071302,1.0,9e-06,d2
cobD,1,0.08065399999999999,1.0,9e-06,d2
SL1344_1598,2,-0.13512000000000002,1.0,0.556922,d2
FQ312003.1:389603,1,0.096555,1.0,9e-06,d2
IsrA,1,0.095574,1.0,9e-06,d2
FQ312003.1:1677860,1,0.08383,1.0,9e-06,d2
SL1344_3987,1,0.1041,1.0,9e-06,d2
SL1344_3616,2,0.030442,1.0,9e-06,d2
srgA,1,0.094885,1.0,9e-06,d2
FQ312003.1:4263687,2,0.092824,1.0,9e-06,d2
FQ312003.1:4272877,1,0.094332,1.0,9e-06,d2
traT,4,0.13577,1.0,9e-06,d2
yhjS,4,0.006151,1.0,9e-06,d2
FQ312003.1:2838182,1,0.09538300000000001,1.0,9e-06,d2
ybbY,1,0.10547999999999999,1.0,9e-06,d2
yegT,1,0.090948,1.0,9e-06,d2
FQ312003.1:2364357,1,0.094503,1.0,9e-06,d2
SL1344_3057,2,0.12424,1.0,9e-06,d2
SL1344_2742,1,0.09338300000000001,1.0,9e-06,d2
yjcB,1,0.10513,1.0,9e-06,d2
FQ312003.1:3974663,1,0.11989000000000001,1.0,9e-06,d2
ybdO,1,0.10082,1.0,9e-06,d2
ccmF2,1,0.056523000000000004,1.0,9e-06,d2
traL,1,0.097615,1.0,9e-06,d2
cysG,1,0.10027,1.0,9e-06,d2
FQ312003.1:2950864,1,0.12228,1.0,9e-06,d2
mutY,1,0.11134000000000001,1.0,9e-06,d2
FQ312003.1:4734872,1,0.065678,1.0,9e-06,d2
yhjR,1,0.10772000000000001,1.0,9e-06,d2
FQ312003.1:2377218,1,0.10539000000000001,1.0,9e-06,d2
FQ312003.1:1070419,1,0.096838,1.0,9e-06,d2
SL1344_2111,1,0.09071900000000001,1.0,9e-06,d2
yjfM,2,-0.0072483,1.0,9e-06,d2
marT,1,0.11107,1.0,9e-06,d2
FQ312003.1:4875481,1,0.12658,1.0,9e-06,d2
SL1344_3717,1,0.1033,1.0,9e-06,d2
FQ312003.1:4523325,1,0.11967,1.0,9e-06,d2
SL1344_1543,1,0.1188,1.0,9e-06,d2
FQ312003.1:2930165,1,0.12404000000000001,1.0,9e-06,d2
FQ312003.1:3980328,1,0.11792000000000001,1.0,9e-06,d2
FQ312003.1:3737826,1,0.10929000000000001,1.0,9e-06,d2
ssaG,2,0.062702,1.0,9e-06,d2
SL1344_2570,1,0.099324,1.0,9e-06,d2
celB,1,0.11005,1.0,9e-06,d2
stbC,1,0.13019,1.0,9e-06,d2
FQ312003.1:23309,1,0.13459000000000002,1.0,9e-06,d2
nanA,1,0.13604000000000002,1.0,9e-06,d2
stbA,1,0.12007999999999999,1.0,9e-06,d2
yibL,1,0.12379000000000001,1.0,9e-06,d2
SL1344_4345,1,0.1329,1.0,9e-06,d2
FQ312003.1:783938,1,0.11547,1.0,9e-06,d2
SL1344_0058,1,0.11423,1.0,9e-06,d2
SL1344_1469,2,-0.032826999999999995,1.0,9e-06,d2
SL1344_2676,3,0.10062,1.0,9e-06,d2
SL1344_0703,1,0.12832000000000002,1.0,9e-06,d2
wcaF,3,-0.085229,1.0,9e-06,d2
SL1344_1484,3,-0.043703,1.0,9e-06,d2
sopD,6,0.14060999999999998,1.0,9e-06,d2
FQ312003.1:4102120,1,0.14153,1.0,9e-06,d2
dcoC,1,0.15186,1.0,9e-06,d2
SL1344_2174,1,0.14995,1.0,9e-06,d2
SL1344_2496,1,0.11642000000000001,1.0,9e-06,d2
srcA,1,0.13617,1.0,9e-06,d2
SL1344_2576,1,0.15822,1.0,9e-06,d2
SL1344_4248,1,0.16152,1.0,9e-06,d2
spaO,1,0.11707999999999999,1.0,9e-06,d2
SL1344_3010,1,0.15045,1.0,9e-06,d2
bapA,1,0.14259000000000002,1.0,9e-06,d2
SL1344_2692,1,0.13218,1.0,9e-06,d2
aroP,1,0.16335,1.0,9e-06,d2
FQ312003.1:2978402,1,0.14684,1.0,9e-06,d2
HE654724.1:65682,1,0.16293,1.0,9e-06,d2
yicL,5,0.10515,1.0,9e-06,d2
SL1344_0964,1,0.16084,1.0,9e-06,d2
eutJ,2,-0.1912,1.0,0.556922,d2
FQ312003.1:1248747,1,0.11397,1.0,9e-06,d2
SL1344_2551,2,-0.036503,1.0,0.556922,d2
SL1344_3427,1,0.15457,1.0,9e-06,d2
gnd,1,0.13940999999999998,1.0,9e-06,d2
nagE,2,0.026395,1.0,9e-06,d2
SL1344_2109,3,0.029657,1.0,9e-06,d2
SL1344_2701,1,0.17109000000000002,1.0,9e-06,d2
ygjT,1,0.13741,1.0,9e-06,d2
dgt,1,0.14765999999999999,1.0,9e-06,d2
SL1344_3126,1,0.14394,1.0,9e-06,d2
kdpE,1,0.15,1.0,9e-06,d2
SL1344_2152,1,0.14609,1.0,9e-06,d2
ssaU,1,0.18147,1.0,9e-06,d2
FQ312003.1:3739701,1,0.19609000000000001,1.0,9e-06,d2
FQ312003.1:3657249,1,0.14881,1.0,9e-06,d2
FQ312003.1:3737830,1,0.14762,1.0,9e-06,d2
radC,1,0.19652,1.0,9e-06,d2
SL1344_3106,1,0.14685,1.0,9e-06,d2
cfa,1,0.14117000000000002,1.0,9e-06,d2
exoX,1,0.15019000000000002,1.0,9e-06,d2
FQ312003.1:4283480,1,0.15946,1.0,9e-06,d2
finP,2,0.21320999999999998,1.0,9e-06,d2
invC,1,0.18179,1.0,9e-06,d2
HE654724.1:52344,1,0.08641,1.0,9e-06,d2
traG,2,0.16335999999999998,1.0,9e-06,d2
FQ312003.1:1764628,1,0.15213,1.0,9e-06,d2
sgaB,1,0.15922,1.0,9e-06,d2
FQ312003.1:4585630,1,0.1816,1.0,9e-06,d2
SL1344_0708,1,0.14109000000000002,1.0,9e-06,d2
ssaK,2,-0.06475700000000001,1.0,9e-06,d2
FQ312003.1:981571,1,0.19513,1.0,9e-06,d2
SL1344_2218,2,-0.024958,1.0,9e-06,d2
FQ312003.1:2935141,2,-0.047688999999999995,1.0,9e-06,d2
SL1344_4249,1,0.19413,1.0,9e-06,d2
invE,1,0.15174,1.0,9e-06,d2
FQ312003.1:341125,1,0.1627,1.0,9e-06,d2
HE654724.1:33055,1,0.21725,1.0,9e-06,d2
SL1344_0835,5,0.030579000000000002,1.0,9e-06,d2
FQ312003.1:4703820,1,0.18821,1.0,9e-06,d2
yjfL,3,0.081243,1.0,9e-06,d2
SL1344_1596,1,0.18708,1.0,9e-06,d2
FQ312003.1:3650598,1,0.1921,1.0,9e-06,d2
glnE,2,-0.029248000000000003,1.0,9e-06,d2
pipB2,5,0.029254000000000002,1.0,9e-06,d2
dbh,2,-0.0155,1.0,9e-06,d2
FQ312003.1:3322841,1,0.16484000000000001,1.0,9e-06,d2
SL1344_2312,1,0.17787,1.0,9e-06,d2
wcaK,3,0.062953,1.0,9e-06,d2
SL1344_3570,1,0.20565999999999998,1.0,9e-06,d2
HE654724.1:76200,1,0.20889000000000002,1.0,9e-06,d2
yjeM,1,0.18915,1.0,9e-06,d2
ydiM,3,0.091307,1.0,9e-06,d2
otsA,1,0.18344000000000002,1.0,9e-06,d2
spvD,2,0.016096,1.0,9e-06,d2
SL1344_3958,1,0.2254,1.0,9e-06,d2
symE,1,0.19863,1.0,9e-06,d2
ykgB,1,0.19974,1.0,9e-06,d2
SL1344_3514,6,0.1378,1.0,9e-06,d2
SL1344_0015,1,0.24415,1.0,9e-06,d2
FQ312003.1:2134929,2,0.095614,1.0,9e-06,d2
ssaT,1,0.18436,1.0,9e-06,d2
FQ312003.1:3914007,1,0.23806999999999998,1.0,9e-06,d2
SL1344_1548,1,0.15588,1.0,9e-06,d2
slsA,1,0.21281,1.0,9e-06,d2
glpQ,1,0.15991,1.0,9e-06,d2
speD,1,0.1834,1.0,9e-06,d2
gogB,2,0.15045,1.0,9e-06,d2
SL1344_2383,1,0.19207,1.0,9e-06,d2
yfiN,1,0.19646,1.0,9e-06,d2
FQ312003.1:1290138,1,0.19108,1.0,9e-06,d2
stjB,1,0.21245,1.0,9e-06,d2
FQ312003.1:4396351,1,0.19013,1.0,9e-06,d2
csgG,1,0.15597,1.0,9e-06,d2
idnK,1,0.19948,1.0,9e-06,d2
FQ312003.1:1820798,2,0.11722,1.0,9e-06,d2
FQ312003.1:1680502,1,0.16058,1.0,9e-06,d2
FQ312003.1:4522572,1,0.22646999999999998,1.0,9e-06,d2
iolH,1,0.2667,1.0,9e-06,d2
yihX,2,0.063184,1.0,9e-06,d2
kdgT,1,0.19688,1.0,9e-06,d2
FQ312003.1:3980377,1,0.23634000000000002,1.0,9e-06,d2
basR,1,0.2253,1.0,9e-06,d2
pyrF,1,0.14014000000000001,1.0,9e-06,d2
SL1344_4433,1,0.23464000000000002,1.0,9e-06,d2
SL1344_0649,1,0.23628000000000002,1.0,9e-06,d2
SL1344_0706,2,0.048686,1.0,9e-06,d2
mgtC,5,0.37224,1.0,9e-06,d2
SL1344_4137,1,0.24508000000000002,1.0,9e-06,d2
SL1344_3897,2,0.21721,1.0,9e-06,d2
SL1344_2441,1,0.20986999999999997,1.0,9e-06,d2
HE654724.1:79496,1,0.19675,1.0,9e-06,d2
SL1344_0490,2,0.042858,1.0,9e-06,d2
nepI,1,0.25308,1.0,9e-06,d2
csgB,1,0.22551999999999997,1.0,9e-06,d2
ybbB,1,0.098038,1.0,9e-06,d2
oafA,1,0.18075,1.0,9e-06,d2
ymbA,1,0.22521,1.0,9e-06,d2
caiF,1,0.21385,1.0,9e-06,d2
FQ312003.1:1287627,1,0.1879,1.0,9e-06,d2
gtrBb,2,0.21206999999999998,1.0,9e-06,d2
SL1344_3745,1,0.29714,1.0,9e-06,d2
FQ312003.1:3414115,1,0.22329000000000002,1.0,9e-06,d2
FQ312003.1:3849633,1,0.27344,1.0,9e-06,d2
SL1344_0640,3,0.084207,1.0,9e-06,d2
SL1344_4135,1,0.22601,1.0,9e-06,d2
siiA,2,0.24061999999999997,1.0,9e-06,d2
mgtR,1,0.26077,1.0,9e-06,d2
SL1344_P1_0058,1,0.27233,1.0,9e-06,d2
yeiA,1,0.22261999999999998,1.0,9e-06,d2
udg,1,0.2306,1.0,9e-06,d2
FQ312003.1:1285897,1,0.21216999999999997,1.0,9e-06,d2
pyrE,1,0.18422,1.0,9e-06,d2
FQ312003.1:3923993,1,0.27297,1.0,9e-06,d2
tyrB,1,0.22529000000000002,1.0,9e-06,d2
lctP,1,0.24618,1.0,9e-06,d2
traS,1,0.23895,1.0,9e-06,d2
kduD,1,0.26355,1.0,9e-06,d2
FQ312003.1:1154394,1,0.20542,1.0,9e-06,d2
SL1344_3959,2,0.29386,1.0,9e-06,d2
SL1344_2283,1,0.23868000000000003,1.0,9e-06,d2
SL1344_3565,2,0.090072,1.0,9e-06,d2
FQ312003.1:4310501,1,0.27303,1.0,9e-06,d2
SL1344_2712,1,0.24491999999999997,1.0,9e-06,d2
FQ312003.1:1911476,1,0.26648,1.0,9e-06,d2
rhtB,1,0.31274,1.0,9e-06,d2
citA2,2,0.17718,1.0,9e-06,d2
SL1344_4425,1,0.25258,1.0,9e-06,d2
FQ312003.1:2838205,1,0.28176999999999996,1.0,9e-06,d2
fadH,1,0.25684,1.0,9e-06,d2
SL1344_4155,1,0.2593,1.0,9e-06,d2
FQ312003.1:436305,1,0.3173,1.0,9e-06,d2
FQ312003.1:4330546,1,0.2461,1.0,9e-06,d2
FQ312003.1:3374993,1,0.31831,1.0,9e-06,d2
FQ312003.1:4217304,1,0.30277,1.0,9e-06,d2
yidZ,1,0.28479,1.0,9e-06,d2
ptr,1,0.27655,1.0,9e-06,d2
HE654724.1:33869,1,0.29396,1.0,9e-06,d2
tdcD,2,0.092848,1.0,9e-06,d2
FQ312003.1:2384153,1,0.24977,1.0,9e-06,d2
SL1344_3920,1,0.30671,1.0,9e-06,d2
dppD,1,0.23581,1.0,9e-06,d2
FQ312003.1:2111518,1,0.27434000000000003,1.0,9e-06,d2
SL1344_2966,3,0.058263,1.0,9e-06,d2
SL1344_2535,2,0.18079,1.0,9e-06,d2
FQ312003.1:3424054,1,0.29114,1.0,9e-06,d2
entF,1,0.23287,1.0,9e-06,d2
yieM,1,0.31344,1.0,9e-06,d2
FQ312003.1:33051,1,0.2797,1.0,9e-06,d2
yegO,1,0.25868,1.0,9e-06,d2
FQ312003.1:4459249,1,0.32954,1.0,9e-06,d2
ydiF,1,0.26882,1.0,9e-06,d2
gltA,1,0.21741999999999997,1.0,9e-06,d2
STM3026,1,0.31255,1.0,9e-06,d2
FQ312003.1:3848682,1,0.3001,1.0,9e-06,d2
assT,3,0.036541000000000004,1.0,9e-06,d2
FQ312003.1:408008,1,0.29131,1.0,9e-06,d2
SL1344_0014,2,0.1116,1.0,9e-06,d2
SL1344_4148,1,0.32526,1.0,9e-06,d2
ybjX,2,0.12625,1.0,9e-06,d2
nrfE,1,0.34607,1.0,9e-06,d2
FQ312003.1:2905509,1,0.22396,1.0,9e-06,d2
SL1344_P1_0036,3,0.14315,1.0,9e-06,d2
sciH,1,0.29278000000000004,1.0,9e-06,d2
FQ312003.1:4119762,1,0.24533000000000002,1.0,9e-06,d2
FQ312003.1:3970238,1,0.30267,1.0,9e-06,d2
SL1344_4046,1,0.37945,1.0,9e-06,d2
SL1344_0814,3,0.0025322,1.0,9e-06,d2
SL1344_2509,1,0.32444,1.0,9e-06,d2
FQ312003.1:2894118,1,0.2749,1.0,9e-06,d2
FQ312003.1:4336920,1,0.30465,1.0,9e-06,d2
yjjI,1,0.36762,1.0,9e-06,d2
sthA,4,0.10967,1.0,9e-06,d2
rmbA,3,0.14531,1.0,9e-06,d2
FQ312003.1:4247195,1,0.36848000000000003,1.0,9e-06,d2
SL1344_4139,1,0.31264000000000003,1.0,9e-06,d2
SL1344_4047,7,0.2104,1.0,9e-06,d2
FQ312003.1:4467998,1,0.33571,1.0,9e-06,d2
ytfE,1,0.34736999999999996,1.0,9e-06,d2
FQ312003.1:4675176,1,0.32509,1.0,9e-06,d2
SL1344_4149,1,0.34928000000000003,1.0,9e-06,d2
FQ312003.1:3844914,1,0.35197,1.0,9e-06,d2
fimH,1,0.27701,1.0,9e-06,d2
FQ312003.1:696501,1,0.30841999999999997,1.0,9e-06,d2
SL1344_4242,4,0.27478,1.0,9e-06,d2
SL1344_3250,1,0.33147,1.0,9e-06,d2
FQ312003.1:4635524,1,0.36089,1.0,9e-06,d2
ygaU,1,0.33531,1.0,9e-06,d2
SL1344_4376,2,0.22388000000000002,1.0,9e-06,d2
yobA,1,0.2842,1.0,9e-06,d2
siiE,27,0.07376,1.0,9e-06,d2
traP,2,0.17486,1.0,9e-06,d2
traD,1,0.34105,1.0,9e-06,d2
prlC,1,0.29832,1.0,9e-06,d2
SL1344_4146,2,0.26287,1.0,9e-06,d2
SL1344_3515,1,0.3181,1.0,9e-06,d2
pduF,2,0.19439,1.0,9e-06,d2
FQ312003.1:3974746,1,0.38448000000000004,1.0,9e-06,d2
gcd,2,0.16188,1.0,9e-06,d2
psiF,2,0.22714,1.0,9e-06,d2
SL1344_0036,1,0.35817,1.0,9e-06,d2
ygcY,1,0.32529,1.0,9e-06,d2
STnc710,2,0.13871,1.0,9e-06,d2
tdcB,1,0.32578,1.0,9e-06,d2
ytfG,1,0.40087,1.0,9e-06,d2
SL1344_4136,1,0.35126999999999997,1.0,9e-06,d2
hilD,3,0.1821,1.0,9e-06,d2
SL1344_0432,1,0.36839,1.0,9e-06,d2
virK,4,0.026751,1.0,9e-06,d2
mig-14,1,0.26153000000000004,1.0,9e-06,d2
yicE,1,0.40168000000000004,1.0,9e-06,d2
bioH,1,0.3774,1.0,9e-06,d2
FQ312003.1:1712120,1,0.16643,1.0,9e-06,d2
traU,2,0.20765,1.0,9e-06,d2
SL1344_4000,3,0.10518,1.0,9e-06,d2
yiaE,1,0.4195,1.0,9e-06,d2
FQ312003.1:1949640,1,0.33979000000000004,1.0,9e-06,d2
FQ312003.1:23144,1,0.40147,1.0,9e-06,d2
iolE,1,0.39315,1.0,9e-06,d2
gpD,1,0.41502,1.0,9e-06,d2
anmK,1,0.32256999999999997,1.0,9e-06,d2
SL1344_1845,1,0.28934,1.0,9e-06,d2
fadB,3,0.15703,1.0,9e-06,d2
metF,2,0.35729,1.0,9e-06,d2
lctR,1,0.3699,1.0,9e-06,d2
yjgN,1,0.37722,1.0,9e-06,d2
SL1344_0323,6,0.1582,1.0,9e-06,d2
SL1344_4132,1,0.42441999999999996,1.0,9e-06,d2
yibK,1,0.40415999999999996,1.0,9e-06,d2
STnc780,2,0.3056,1.0,9e-06,d2
FQ312003.1:610386,1,0.27263000000000004,1.0,9e-06,d2
traC,2,0.20226,1.0,9e-06,d2
chiA,2,0.17447000000000001,1.0,9e-06,d2
yeeN,2,0.19386,1.0,9e-06,d2
SL1344_3934,4,0.15354,1.0,9e-06,d2
gpF,1,0.40362,1.0,9e-06,d2
SL1344_3759,1,0.41325,1.0,9e-06,d2
ybaL,1,0.36211,1.0,9e-06,d2
bcsA,1,0.46871999999999997,1.0,9e-06,d2
katG,2,0.18725,1.0,9e-06,d2
yhhS,2,0.16491,1.0,9e-06,d2
SL1344_2745,2,0.22896999999999998,1.0,9e-06,d2
SL1344_4355,4,0.16352,1.0,9e-06,d2
SL1344_0344,2,0.22171,1.0,9e-06,d2
