Name,number_of_barcodes,LFC,neg_selection_fdr,pos_selection_fdr,contrast
hilD,3,3.1191,1.0,2.3e-05,d3
speF,3,1.9792,1.0,2.3e-05,d3
mobA,7,-2.3818,1.8e-05,1.0,d4
rfaB,4,-4.1493,1.8e-05,1.0,d4
rfbH,2,-10.259,1.8e-05,1.0,d4
rfaG,2,-8.3347,1.8e-05,1.0,d4
rfaP,2,-7.9895,1.8e-05,1.0,d4
rfaI,2,-6.7416,1.8e-05,1.0,d4
FQ312003.1:4202047,2,-7.0141,1.8e-05,1.0,d4
rfbV,1,-11.597000000000001,1.8e-05,1.0,d4
strB,5,-1.9772,1.8e-05,1.4000000000000001e-05,d4
cpsB2,2,-2.8379,1.8e-05,1.0,d4
gor,2,-2.9939999999999998,1.8e-05,1.0,d4
dcuS,2,-2.2609,1.8e-05,1.0,d4
HE654725.1:43463,2,-1.8743,1.8e-05,1.0,d4
xerD,1,-6.8218,1.8e-05,1.0,d4
SL1344_P1_0036,3,-1.072,1.8e-05,1.0,d4
SL1344_4017,1,-7.247999999999999,1.8e-05,1.0,d4
traH,4,-0.67718,1.8e-05,1.0,d4
hypD,1,-6.8905,1.8e-05,1.0,d4
ptsI,1,-6.1295,1.8e-05,1.0,d4
proA,2,-2.2034,1.8e-05,1.0,d4
SL1344_3500,1,-6.3598,1.8e-05,1.0,d4
rbsR,1,-5.5469,1.8e-05,1.0,d4
rfbD,1,-4.8079,1.8e-05,1.0,d4
hflK,2,-1.8318,1.8e-05,1.0,d4
rfaQ,1,-4.9763,1.8e-05,1.0,d4
rfaF,1,-4.3795,1.8e-05,1.0,d4
aroA,1,-4.9344,1.8e-05,1.0,d4
traY,7,-0.7924800000000001,0.950631,1.4000000000000001e-05,d4
aph(3'')-Ib,1,-4.3552,1.8e-05,1.0,d4
yafB,3,-1.1565,1.8e-05,1.0,d4
pgi,1,-4.5957,1.8e-05,1.0,d4
cpxA,1,-4.207,1.8e-05,1.0,d4
ychF,1,-4.7754,1.8e-05,1.0,d4
traA,3,-1.0085,1.8e-05,1.0,d4
pilV,3,-0.77746,1.8e-05,1.0,d4
rfbA,1,-4.0072,1.8e-05,1.0,d4
rfaC,1,-3.0568,1.8e-05,1.0,d4
rffA,1,-3.3026,1.8e-05,1.0,d4
SL1344_3499,1,-3.3462,1.8e-05,1.0,d4
moaB,1,-3.7814,1.8e-05,1.0,d4
pepA,1,-3.3214,1.8e-05,1.0,d4
ychM,2,-1.9167,1.8e-05,1.0,d4
rfbP,2,-1.9978,1.8e-05,1.4000000000000001e-05,d4
SL1344_P3_0006,1,-2.8481,1.8e-05,1.0,d4
prgH,1,-3.4646,1.8e-05,1.0,d4
relA,1,-2.585,1.8e-05,1.0,d4
SL1344_4397,3,-1.4285,1.8e-05,1.0,d4
yebC,1,-3.4061,1.8e-05,1.0,d4
trmA,2,-1.2071,1.8e-05,1.0,d4
FQ312003.1:4110870,1,-2.713,1.8e-05,1.0,d4
uvrD,1,-2.7688,1.8e-05,1.0,d4
rfaY,1,-2.7173,1.8e-05,1.0,d4
yjfQ,1,-2.525,1.8e-05,1.0,d4
repA,1,-3.0649,1.8e-05,1.0,d4
alr-b,1,-2.7261,1.8e-05,1.0,d4
rfbX,1,-3.3828,1.8e-05,1.0,d4
SL1344_3227,3,-0.71406,0.018158,1.0,d4
nsrR,1,-2.7799,1.8e-05,1.0,d4
typA,1,-2.5058,1.8e-05,1.0,d4
SL1344_4146,2,-0.9377700000000001,1.8e-05,1.0,d4
yeiH,1,-2.3605,1.8e-05,1.0,d4
rimI,1,-2.5754,1.8e-05,1.0,d4
FQ312003.1:4559895,1,-1.8686,1.8e-05,1.0,d4
SL1344_1567,4,-0.97154,1.0,0.761608,d4
traB,2,-1.013,1.8e-05,1.0,d4
rfaL,2,-1.5171,1.8e-05,1.0,d4
gcvT,1,-2.2011,1.8e-05,1.0,d4
yidA,1,-1.8596,1.8e-05,1.0,d4
FQ312003.1:4283480,1,-2.052,1.8e-05,1.0,d4
prgJ,1,-2.7167,1.8e-05,1.0,d4
SL1344_0544,1,-2.1084,1.8e-05,1.0,d4
SL1344_3751,1,-1.8909,1.8e-05,1.0,d4
yeeX,1,-2.3841,1.8e-05,1.0,d4
FQ312003.1:3536157,1,-2.1945,1.8e-05,1.0,d4
FQ312003.1:2928432,2,-1.4253,1.8e-05,1.0,d4
sanA,1,-2.3849,1.8e-05,1.0,d4
glgB,1,-1.6342,1.8e-05,1.0,d4
SL1344_1599,1,-2.5769,1.8e-05,1.0,d4
SL1344_4151,2,-1.1092,1.8e-05,1.0,d4
fimH,1,-2.0362,1.8e-05,1.0,d4
SL1344_0741,1,-2.2598,1.8e-05,1.0,d4
emrD,1,-1.9922,1.8e-05,1.0,d4
FQ312003.1:2935141,2,-1.584,1.8e-05,1.0,d4
gpsA,1,-2.4193,1.8e-05,1.0,d4
FQ312003.1:4173783,1,-1.7519,1.8e-05,1.0,d4
yhjS,4,-0.35051,1.0,0.761608,d4
SL1344_3564,2,-0.7386199999999999,1.8e-05,1.0,d4
orgB,1,-1.8769,1.8e-05,1.0,d4
sipA,4,-0.72672,1.0,0.761608,d4
SL1344_0034,1,-1.6351,1.8e-05,1.0,d4
yjgF,1,-1.746,1.8e-05,1.0,d4
dsdC,1,-1.8433,1.8e-05,1.0,d4
HE654725.1:12122,1,-1.703,1.8e-05,1.0,d4
stjC,3,-1.4063,0.9463020000000001,1.0,d4
spvC,1,-1.7084,1.8e-05,1.0,d4
FQ312003.1:4041324,1,-1.9332,1.8e-05,1.0,d4
SL1344_2935,2,-0.9551700000000001,1.8e-05,1.0,d4
cfa,1,-1.8123,1.8e-05,1.0,d4
gloB,1,-2.0281,1.8e-05,1.0,d4
SL1344_3750,3,-0.25619000000000003,1.0,0.6378729999999999,d4
FQ312003.1:3916259,1,-1.7243,1.8e-05,1.0,d4
ytgA,3,-0.97408,1.0,0.6378729999999999,d4
SL1344_3106,1,-1.7152,1.8e-05,1.0,d4
traG,2,-1.5379,1.8e-05,1.0,d4
smpA,1,-1.7106,1.8e-05,1.0,d4
pyrI,1,-1.5177,1.8e-05,1.0,d4
SL1344_3112,5,-0.37655,1.0,1.4000000000000001e-05,d4
SL1344_3566,1,-1.9192,1.8e-05,1.0,d4
SL1344_0846,1,-1.6469999999999998,1.8e-05,1.0,d4
sapA,1,-2.4664,1.8e-05,1.0,d4
FQ312003.1:4617196,1,-1.5215,1.8e-05,1.0,d4
apt,1,-1.7647,1.8e-05,1.0,d4
sbp,1,-1.2551,1.8e-05,1.0,d4
sipD,2,-0.5764100000000001,1.8e-05,1.0,d4
HE654724.1:33819,1,-1.6343,1.8e-05,1.0,d4
spvD,2,-0.94745,1.8e-05,1.0,d4
yfiN,1,-1.5252,1.8e-05,1.0,d4
tdcD,2,-0.91896,1.8e-05,1.0,d4
HE654725.1:43580,1,-1.6440000000000001,1.8e-05,1.0,d4
FQ312003.1:389818,1,-1.7629,1.8e-05,1.0,d4
siiF,2,-0.6311,1.8e-05,1.0,d4
FQ312003.1:230599,1,-1.2251,1.8e-05,1.0,d4
flgA,1,-1.6031,1.8e-05,1.0,d4
rlgA2,1,-1.4816,1.8e-05,1.0,d4
FQ312003.1:2949121,1,-1.4479,1.8e-05,1.0,d4
sgaB,1,-1.5206,1.8e-05,1.0,d4
pilT,5,0.033249,1.0,1.4000000000000001e-05,d4
pilL,3,-0.80002,1.0,1.4000000000000001e-05,d4
SL1344_3570,1,-1.2523,1.8e-05,1.0,d4
ycfH,1,-1.8298,1.8e-05,1.0,d4
safA,2,-0.72559,0.103806,1.0,d4
HE654725.1:43729,1,-1.0477,1.8e-05,1.0,d4
traE,4,-0.43893999999999994,1.0,0.761608,d4
HE654724.1:76200,1,-1.1958,1.8e-05,1.0,d4
exc,2,-0.71944,0.103806,1.0,d4
HE654724.1:75008,1,-1.3099,1.8e-05,1.0,d4
SL1344_4434,2,-0.98109,0.103806,1.0,d4
traW,1,-2.0352,1.8e-05,1.0,d4
HE654724.1:76100,1,-1.4171,1.8e-05,1.0,d4
rnfD,1,-1.4459,1.8e-05,1.0,d4
HE654724.1:66758,1,-1.2264,1.8e-05,1.0,d4
FQ312003.1:2134929,2,-0.8125899999999999,0.103806,1.0,d4
metQ,1,-1.5332,1.8e-05,1.0,d4
yiaE,1,-1.0217,1.8e-05,1.0,d4
yneB,3,-0.26621,1.0,0.6378729999999999,d4
yjcC,2,-1.0822,0.103806,0.492903,d4
FQ312003.1:3737830,1,-1.4005,1.8e-05,1.0,d4
shfB,1,-0.9365899999999999,1.8e-05,1.0,d4
FQ312003.1:2230282,1,-1.1683,1.8e-05,1.0,d4
prlC,1,-1.4046,1.8e-05,1.0,d4
sseBa,1,-1.6102,1.8e-05,1.0,d4
yaeE,1,-1.5772,1.8e-05,1.0,d4
spvB,2,-0.64293,0.103806,0.492903,d4
pilU,5,-0.47079,1.0,1.4000000000000001e-05,d4
yhjR,1,-1.2707,1.8e-05,1.0,d4
SL1344_0058,1,-1.4342,1.8e-05,1.0,d4
FQ312003.1:3901356,1,-1.3015,1.8e-05,1.0,d4
allD,1,-1.1769,1.8e-05,1.0,d4
SL1344_3565,2,-0.66388,0.103806,1.0,d4
SL1344_2741,1,-1.3335,1.8e-05,1.0,d4
slyD,1,-1.0386,1.8e-05,1.0,d4
hycG,2,-0.87166,0.103806,0.492903,d4
FQ312003.1:3041449,1,-1.5739,1.8e-05,1.0,d4
shfC,1,-1.2691,1.8e-05,1.0,d4
fadB,3,-0.64498,1.0,0.6378729999999999,d4
trbA,1,-1.1644,1.8e-05,1.0,d4
FQ312003.1:436972,1,-1.3044,1.8e-05,1.0,d4
cib,4,-0.37374,1.0,0.761608,d4
HE654724.1:74212,1,-1.2968,1.8e-05,1.0,d4
HE654725.1:4839,1,-1.0636,1.8e-05,1.0,d4
spvR,3,-0.8436299999999999,1.0,0.6378729999999999,d4
SL1344_3746,4,-0.52845,1.0,1.4000000000000001e-05,d4
feoB,1,-0.9220200000000001,1.8e-05,1.0,d4
SL1344_3144,1,-1.1958,1.8e-05,1.0,d4
wzx,1,-1.4676,1.8e-05,1.0,d4
srgA,1,-1.1329,1.8e-05,1.0,d4
HE654724.1:9897,1,-0.9352299999999999,1.8e-05,1.0,d4
SL1344_0952,1,-1.2383,1.8e-05,1.0,d4
SL1344_P1_0058,1,-0.88433,1.8e-05,1.0,d4
FQ312003.1:4599002,1,-1.1497,1.8e-05,1.0,d4
traJ,3,-0.49788000000000004,1.0,0.6378729999999999,d4
SL1344_3224,1,-0.99082,1.8e-05,1.0,d4
SL1344_4468,5,-0.0054625,1.0,1.4000000000000001e-05,d4
vgrS,1,-1.1086,1.8e-05,1.0,d4
ybeJ,2,-0.33191,0.808616,1.4000000000000001e-05,d4
yedE,1,-1.3031,1.8e-05,1.0,d4
SL1344_1563,2,-0.53914,1.0,0.8044279999999999,d4
SL1344_2551,2,-0.9934,1.0,0.8044279999999999,d4
srfC,1,-1.1998,1.8e-05,1.0,d4
avtA,1,-1.0327,1.8e-05,1.0,d4
SL1344_3958,1,-0.83914,1.8e-05,1.0,d4
sseK1,2,-0.76904,1.0,0.8044279999999999,d4
symE,1,-1.0196,1.8e-05,1.0,d4
FQ312003.1:2421918,1,-1.1323,1.8e-05,1.0,d4
pilO,3,-0.8014,1.0,0.6378729999999999,d4
stjB,1,-1.0258,1.8e-05,1.0,d4
FQ312003.1:370710,1,-1.1299,1.8e-05,1.0,d4
SL1344_2698,5,0.78494,1.0,1.4000000000000001e-05,d4
SL1344_2599,1,-1.1291,1.8e-05,1.0,d4
SL1344_0706,2,-0.61228,1.0,0.8044279999999999,d4
SL1344_3228,1,-1.0575,1.8e-05,1.0,d4
nepI,1,-0.87869,1.8e-05,1.0,d4
SL1344_0015,1,-0.72119,1.8e-05,1.0,d4
SL1344_0213,2,-0.73992,1.0,0.8044279999999999,d4
HE654724.1:34661,1,-1.7914,1.8e-05,1.0,d4
yliJ,1,-1.1582,1.8e-05,1.0,d4
glnE,2,-1.8431,1.0,0.492903,d4
STnc780,2,-0.36908,1.0,0.8044279999999999,d4
SL1344_1560,2,-0.51217,1.0,0.8044279999999999,d4
FQ312003.1:116344,1,-1.0190000000000001,1.8e-05,1.0,d4
SL1344_0834,2,-0.31937,1.0,1.4000000000000001e-05,d4
SL1344_1565,1,-1.6309,1.8e-05,1.0,d4
yicL,5,-0.044154,1.0,1.4000000000000001e-05,d4
FQ312003.1:3914007,1,-0.74503,1.8e-05,1.0,d4
SL1344_0084,1,-1.9802,1.8e-05,1.0,d4
SL1344_3934,4,-0.2664,1.0,1.4000000000000001e-05,d4
FQ312003.1:3657249,1,-1.0967,1.8e-05,1.0,d4
SL1344_2115,1,-1.1377,1.8e-05,1.0,d4
FQ312003.1:1990061,1,-0.97593,1.8e-05,1.0,d4
yiaN,1,-0.96416,1.8e-05,1.0,d4
FQ312003.1:2576904,1,-1.1521,1.8e-05,1.0,d4
FQ312003.1:3439090,1,-0.8424,1.8e-05,1.0,d4
traQ,1,-1.0191,1.8e-05,1.0,d4
traF,5,-0.37229,1.0,1.4000000000000001e-05,d4
FQ312003.1:3980328,1,-0.9359999999999999,1.8e-05,1.0,d4
SL1344_4155,1,-0.9588200000000001,1.8e-05,1.0,d4
traD,1,-0.88149,1.8e-05,1.0,d4
FQ312003.1:807811,1,-1.27,1.8e-05,1.0,d4
assT,3,1.6369999999999998,1.0,1.4000000000000001e-05,d4
sdaC,1,-1.0509,1.8e-05,1.0,d4
SL1344_0739,2,-0.85326,1.0,0.492903,d4
FQ312003.1:2377218,1,-1.0006,1.8e-05,1.0,d4
SL1344_1713,2,-0.44218999999999997,1.0,0.492903,d4
garL,1,-0.8849,1.8e-05,1.0,d4
gtgA,2,-0.20385999999999999,1.0,0.492903,d4
SL1344_2209,2,-0.21106999999999998,1.0,1.4000000000000001e-05,d4
nhaA,1,-1.2662,1.8e-05,1.0,d4
yehU,1,-1.1767,1.8e-05,1.0,d4
tdcE,3,-0.26036,1.0,0.6378729999999999,d4
dcuB,1,-2.129,1.8e-05,1.0,d4
HE654724.1:66661,1,-0.99471,1.8e-05,1.0,d4
yhjY,3,0.17576,1.0,1.4000000000000001e-05,d4
stcA,1,-0.81572,1.8e-05,1.0,d4
ompL,6,-0.10187,1.0,1.4000000000000001e-05,d4
slsA,1,-0.80574,1.8e-05,1.0,d4
SL1344_2881,1,-0.94329,1.8e-05,1.0,d4
HE654724.1:62694,1,-0.98825,1.8e-05,1.0,d4
SL1344_4249,1,-0.75743,1.8e-05,1.0,d4
gtrAb,4,-0.17648,1.0,0.761608,d4
fucI,1,-0.98,1.8e-05,1.0,d4
FQ312003.1:3974663,1,-0.69448,1.8e-05,1.0,d4
FQ312003.1:3970238,1,-0.85131,1.8e-05,1.0,d4
SL1344_0043,4,-0.42861000000000005,1.0,1.4000000000000001e-05,d4
FQ312003.1:4820164,1,-1.0888,1.8e-05,1.0,d4
SL1344_3128,3,0.54322,1.0,1.4000000000000001e-05,d4
iolG1,2,0.8322299999999999,1.0,1.4000000000000001e-05,d4
xylB,1,-0.78283,1.8e-05,1.0,d4
traS,1,-0.9387700000000001,1.8e-05,1.0,d4
HE654725.1:43038,1,-0.55707,1.8e-05,1.0,d4
pbpG,1,-1.8528,1.8e-05,1.0,d4
SL1344_3745,1,-0.49193000000000003,1.8e-05,1.0,d4
SL1344_0344,2,-0.72659,1.0,0.492903,d4
FQ312003.1:4336895,1,-0.94219,1.8e-05,1.0,d4
FQ312003.1:3181262,1,-0.79711,1.8e-05,1.0,d4
rfaZ,1,-0.88392,1.8e-05,1.0,d4
kdpB,1,-1.0938,1.8e-05,1.0,d4
SL1344_3427,1,-0.78763,1.8e-05,1.0,d4
yggX,1,-0.69585,1.8e-05,1.0,d4
FQ312003.1:1290383,1,-1.0303,1.8e-05,1.0,d4
pldA,1,-0.77125,1.8e-05,1.0,d4
FQ312003.1:135857,1,-0.89881,1.8e-05,1.0,d4
finP,2,-0.6040800000000001,1.0,0.492903,d4
gcvP,1,-0.62287,1.8e-05,1.0,d4
wcaE,1,-0.90454,1.8e-05,1.0,d4
HE654725.1:82874,1,-0.49981000000000003,1.8e-05,1.0,d4
SL1344_3099,2,-0.2378,1.0,0.492903,d4
HE654724.1:65682,1,-0.6463300000000001,1.8e-05,1.0,d4
psiF,2,-0.17889000000000002,1.0,1.4000000000000001e-05,d4
SL1344_0036,1,-0.67396,1.8e-05,1.0,d4
FQ312003.1:3071039,1,-0.56442,1.8e-05,1.0,d4
FQ312003.1:4687551,1,-0.81148,1.8e-05,1.0,d4
mgtB,3,-0.44006999999999996,1.0,1.4000000000000001e-05,d4
bcsA,1,-0.51108,1.8e-05,1.0,d4
SL1344_3959,2,-0.55262,1.0,0.492903,d4
idnK,1,-0.81895,1.8e-05,1.0,d4
rhtB,1,-0.4748,1.8e-05,1.0,d4
virK,4,-0.20052999999999999,1.0,1.4000000000000001e-05,d4
acrB,1,-0.74241,1.8e-05,1.0,d4
SL1344_3616,2,-0.16405999999999998,1.0,0.492903,d4
SL1344_1477,1,-0.8685700000000001,1.8e-05,1.0,d4
pphB,2,-0.39544,1.0,0.492903,d4
SL1344_3812,3,-0.43361000000000005,1.0,0.6378729999999999,d4
traL,1,-0.8354600000000001,1.8e-05,1.0,d4
yagA,4,0.38251999999999997,1.0,1.4000000000000001e-05,d4
ygiK,1,-1.0192,1.8e-05,1.0,d4
kdgT,1,-0.82568,1.8e-05,1.0,d4
fhuA,1,-0.92276,1.8e-05,1.0,d4
yhjA,5,0.44845,1.0,1.4000000000000001e-05,d4
HE654725.1:85869,1,-0.65815,1.8e-05,1.0,d4
FQ312003.1:1316994,1,-0.87846,1.8e-05,1.0,d4
ycdZ,1,-0.73017,1.8e-05,1.0,d4
msrA,1,-0.72237,1.8e-05,1.0,d4
tyrB,1,-0.83152,1.8e-05,1.0,d4
ssaP,1,-0.8771200000000001,1.8e-05,1.0,d4
SL1344_4239,1,-0.54888,1.8e-05,1.0,d4
FQ312003.1:377926,1,-0.6106199999999999,1.8e-05,1.0,d4
SL1344_0814,3,-0.59441,1.0,1.4000000000000001e-05,d4
FQ312003.1:3650598,1,-0.58863,1.8e-05,1.0,d4
ybgJ,1,-0.7650100000000001,1.8e-05,1.0,d4
lpfC,1,-1.0331,1.8e-05,1.0,d4
hsdS,1,-0.51777,1.8e-05,1.0,d4
HE654724.1:61100,1,-0.62348,1.8e-05,1.0,d4
FQ312003.1:2384153,1,-0.7509399999999999,1.8e-05,1.0,d4
FQ312003.1:4396351,1,-0.75093,1.8e-05,1.0,d4
FQ312003.1:4810501,1,-0.7049300000000001,1.8e-05,1.0,d4
HE654724.1:80480,1,-0.51712,1.8e-05,1.0,d4
iolH,1,-0.28567,1.8e-05,1.0,d4
traT,4,-0.59183,1.0,0.761608,d4
ssaI,1,-1.0395,1.8e-05,1.0,d4
FQ312003.1:3213366,1,-1.615,1.8e-05,1.0,d4
sadA,1,-0.65595,1.8e-05,1.0,d4
SL1344_3230,1,-0.49849,1.8e-05,1.0,d4
invA,6,-0.15446,1.0,0.959585,d4
FQ312003.1:1327890,1,-0.85421,1.8e-05,1.0,d4
SL1344_2496,1,-0.81137,1.8e-05,1.0,d4
siiE,27,-0.0014304,1.0,1.4000000000000001e-05,d4
ssaJ,1,-0.94231,1.8e-05,1.0,d4
proV,1,-0.54319,1.8e-05,1.0,d4
marT,1,-0.6251899999999999,1.8e-05,1.0,d4
selB,1,-0.6131,1.8e-05,1.0,d4
SL1344_4501,1,-0.54662,1.8e-05,1.0,d4
ssaS,1,-0.62659,1.8e-05,1.0,d4
rfbI,1,-1.0089,1.8e-05,1.0,d4
pyrE,1,-0.92245,1.8e-05,1.0,d4
FQ312003.1:610386,1,-0.9950700000000001,1.8e-05,1.0,d4
SL1344_0862,1,-0.54618,1.8e-05,1.0,d4
STM3026,1,-0.42335,1.8e-05,1.0,d4
FQ312003.1:4635540,1,-0.74219,1.8e-05,1.0,d4
siiB,2,0.1525,1.0,1.4000000000000001e-05,d4
cysG,1,-0.6292,1.8e-05,1.0,d4
FQ312003.1:3259222,1,-0.8823799999999999,1.8e-05,1.0,d4
SL1344_0705,1,-0.69125,1.8e-05,1.0,d4
FQ312003.1:362022,1,-0.3876,1.8e-05,1.0,d4
phoB,1,-0.61412,1.8e-05,1.0,d4
xapB,2,-0.6532100000000001,1.0,0.492903,d4
pilQ,2,-0.17936,1.0,0.492903,d4
sciQ,3,-0.37515,1.0,1.4000000000000001e-05,d4
SL1344_2701,1,-0.35861,1.8e-05,1.0,d4
HE654725.1:67891,1,-0.46134,1.8e-05,1.0,d4
traC,2,-0.41452,1.0,0.492903,d4
traN,1,-0.60133,1.8e-05,1.0,d4
sthB,2,-0.35305,1.0,0.492903,d4
SL1344_P1_0023,1,-0.48118999999999995,1.8e-05,1.0,d4
yafA,2,0.028812,1.0,1.4000000000000001e-05,d4
SL1344_4433,1,-0.37639,1.8e-05,1.0,d4
SL1344_3896,1,-0.41607,1.8e-05,1.0,d4
FQ312003.1:1351710,1,-0.81375,1.8e-05,1.0,d4
SL1344_2676,3,0.39526999999999995,1.0,1.4000000000000001e-05,d4
SL1344_0341,2,0.015486000000000002,1.0,1.4000000000000001e-05,d4
FQ312003.1:2438813,1,-0.6776300000000001,0.535369,1.0,d4
SL1344_0323,6,-0.13917000000000002,1.0,1.4000000000000001e-05,d4
FQ312003.1:4734872,1,-1.0881,0.535369,1.0,d4
artI,1,-0.56245,0.535369,1.0,d4
garRa,1,-0.37706,0.535369,1.0,d4
pspF,1,-1.3554,0.535369,1.0,d4
SL1344_1960,1,-1.1131,0.535369,1.0,d4
SL1344_4523,1,-0.52512,0.535369,1.0,d4
FQ312003.1:134279,1,-0.47672,0.535369,1.0,d4
FQ312003.1:347893,2,0.29628000000000004,1.0,1.4000000000000001e-05,d4
FQ312003.1:2364357,1,-0.5140399999999999,0.535369,1.0,d4
SL1344_3663,5,-0.12378,1.0,0.864967,d4
SL1344_2313,1,-0.58478,0.535369,1.0,d4
FQ312003.1:116226,1,-0.46618999999999994,0.535369,1.0,d4
SL1344_0338,2,-0.33724,1.0,0.492903,d4
FQ312003.1:2632276,1,-0.95819,0.535369,1.0,d4
SL1344_4137,1,-0.24475,0.535369,1.0,d4
FQ312003.1:436305,1,-0.13856,0.535369,1.0,d4
SL1344_2536,1,-0.46032,0.535369,1.0,d4
SL1344_3513,4,-0.027989999999999998,1.0,1.4000000000000001e-05,d4
FQ312003.1:189442,1,-0.46758999999999995,0.535369,1.0,d4
comD,1,-0.8377399999999999,0.535369,1.0,d4
FQ312003.1:4272877,1,-0.43888,0.535369,1.0,d4
HE654724.1:34695,1,-0.23018000000000002,0.535369,1.0,d4
FQ312003.1:3657737,1,-0.39098,0.535369,1.0,d4
sciF,1,-0.61423,0.535369,1.0,d4
yiiG,3,-0.14644000000000001,1.0,0.6378729999999999,d4
iolT1,1,-0.34035,0.535369,1.0,d4
traV,3,0.12333,1.0,0.6378729999999999,d4
FQ312003.1:336749,1,-0.17982,0.535369,1.0,d4
FQ312003.1:341125,1,-0.4609,0.535369,1.0,d4
sogL,1,-0.18529,0.535369,1.0,d4
aroP,1,-0.18098,0.535369,1.0,d4
sopD,6,-0.070202,1.0,1.4000000000000001e-05,d4
siiD,3,-0.01238,1.0,0.6378729999999999,d4
FQ312003.1:2230718,1,-0.91779,0.535369,1.0,d4
FQ312003.1:2393467,1,-0.40996000000000005,0.535369,1.0,d4
FQ312003.1:2902947,1,-0.7809999999999999,0.535369,1.0,d4
caiF,1,-0.41213,0.535369,1.0,d4
ygaU,1,-0.25866999999999996,0.535369,1.0,d4
lysC,1,-0.22534,0.535369,1.0,d4
SL1344_1596,1,-0.26486,0.535369,1.0,d4
SL1344_4149,1,-0.13111,0.535369,1.0,d4
yabN,1,-0.24053000000000002,0.535369,1.0,d4
SL1344_3759,1,-0.21389,0.535369,1.0,d4
FQ312003.1:408008,1,-0.28098,0.535369,1.0,d4
SL1344_2710,1,-0.56815,1.0,0.743267,d4
fidL,1,-0.43426000000000003,1.0,0.743267,d4
yhjV,6,-0.24863000000000002,1.0,1.4000000000000001e-05,d4
FQ312003.1:1248747,1,-0.63364,1.0,0.743267,d4
FQ312003.1:3848682,1,-0.20319,1.0,0.743267,d4
yjeK,1,-0.17656,1.0,0.743267,d4
stcC,4,-0.40606,1.0,0.761608,d4
FQ312003.1:4336920,1,-0.25199,1.0,0.743267,d4
tdcC,1,-0.289,1.0,0.743267,d4
HE654725.1:12137,1,-0.29688000000000003,1.0,0.743267,d4
sopE,1,-0.60532,1.0,0.743267,d4
yfaV,1,-0.37318,1.0,0.743267,d4
SL1344_2214,1,-0.48878999999999995,1.0,0.743267,d4
FQ312003.1:4522572,1,-0.16477,1.0,0.743267,d4
SL1344_0832,2,-0.10427,1.0,0.492903,d4
SL1344_1600,3,-0.023603,1.0,0.6378729999999999,d4
iroN,1,-0.28419,1.0,0.521479,d4
nrdE,1,-0.32089,1.0,0.521479,d4
SL1344_3897,2,1.2959,1.0,1.4000000000000001e-05,d4
fruA,1,-0.24720999999999999,1.0,0.521479,d4
ssaL,2,-0.41631,1.0,0.492903,d4
ybhM,5,-0.0035058999999999997,1.0,1.4000000000000001e-05,d4
sciK,1,-0.24061,1.0,0.521479,d4
yaiV,1,-0.38899,1.0,0.521479,d4
sciJ,1,-0.64981,1.0,0.521479,d4
fadH,1,-0.25939,1.0,0.521479,d4
FQ312003.1:2619355,1,-0.43309,1.0,0.521479,d4
fucA,1,-0.27634000000000003,1.0,0.521479,d4
FQ312003.1:3312771,1,-0.36475,1.0,0.521479,d4
SL1344_0273,1,-0.25639,1.0,0.521479,d4
FQ312003.1:4330546,1,-0.32275,1.0,0.521479,d4
FQ312003.1:390460,1,-0.24805,1.0,0.521479,d4
FQ312003.1:784149,1,-0.32900999999999997,1.0,0.521479,d4
SL1344_1778,1,-0.53556,1.0,0.521479,d4
pefA,1,-0.3975,1.0,0.521479,d4
FQ312003.1:927790,1,-0.35173000000000004,1.0,0.521479,d4
yddG,1,-0.39683,1.0,0.521479,d4
chiA,2,1.22,1.0,1.4000000000000001e-05,d4
FQ312003.1:2336876,1,-0.27584000000000003,1.0,0.521479,d4
nagE,2,0.12842,1.0,1.4000000000000001e-05,d4
hypA,1,-0.34233,1.0,0.521479,d4
oppA,1,-0.27197,1.0,0.521479,d4
SL1344_4467,1,-0.38097,1.0,0.521479,d4
FQ312003.1:4467998,1,-0.016625,1.0,0.521479,d4
ssrA,2,-0.50481,1.0,0.492903,d4
HE654724.1:79496,1,-0.31861,1.0,0.521479,d4
SL1344_0833,3,-0.20060999999999998,1.0,1.4000000000000001e-05,d4
SL1344_2537,1,-0.37001,1.0,0.521479,d4
ybbB,1,-1.1692,1.0,0.521479,d4
tdcA,1,-0.16968,1.0,0.521479,d4
ybeF,1,-0.24263,1.0,0.521479,d4
invJ,2,-0.16867000000000001,1.0,0.492903,d4
SL1344_1970,1,-0.043382,1.0,0.295881,d4
SL1344_2535,2,0.77605,1.0,1.4000000000000001e-05,d4
tehB,1,-0.32486,1.0,0.295881,d4
rmbA,3,0.42256000000000005,1.0,0.6378729999999999,d4
FQ312003.1:2113176,1,-0.18667,1.0,0.295881,d4
SL1344_3057,2,-0.13375,1.0,0.492903,d4
SL1344_3717,1,-0.24935,1.0,0.295881,d4
FQ312003.1:2112955,1,-0.25961999999999996,1.0,0.295881,d4
rhlB,1,-0.3842,1.0,0.295881,d4
FQ312003.1:2953510,1,-0.21429,1.0,0.295881,d4
pilS,3,0.41351000000000004,1.0,1.4000000000000001e-05,d4
FQ312003.1:292228,1,-0.3207,1.0,0.295881,d4
FQ312003.1:329489,1,-0.6521899999999999,1.0,0.295881,d4
